target,output,question
milk,"(Monday, the​

«, the​

«chemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemical",What did Mary give to Fred? 
milk,"Answer, the address.",What did Fred give to Mary? 
Mary,"Answer, the the the take the/



import href=""Monday, the#echo href=""chemicalchemicalchemical",Who gave the football? 
Fred,"Answer, the the the the be, and the/



import and be be be be be be be",Who received the apple? 
Mary,"Answer, the the the the take the take the/



import and the/



import href=""Saturday,",Who gave the apple? 
Fred,"(Monday, the/



import the/



import href=""Saturday href=""chemicalchemicalchemicalchemicalchemicalchemical",Who gave the apple to Bill? 
apple,"(Monday, the be be be be be be be be be be be be be be be be",What did Fred give to Bill? 
Fred,"Answer, the the the be be be be be be be be be be be be be be be",Who received the apple? 
Fred,"Answer, the be be be be be be be be be be be be be be be be be",Who received the milk? 
Mary,"Answer, the take the take the be be be be be be be be be be be be be",Who received the football? 
apple,"Answer, the the the the be be be be be be be be be be be be be be",What did Bill give to Mary? 
apple,"Answer, the the the the the be the be be be be be be be be be be be",What did Mary give to Fred? 
apple,"Answer, the the the be the be be be be be be be be be be be be be",What did Fred give to Bill? 
apple,"Answer, the the the take the/



import and be be be be be be be be be be",What did Fred give to Bill? 
milk,"(1, the take the take the/



import and be be be be be be be be be",What did Jeff give to Fred? 
Mary,"Answer, the be be be be be be be be be be be be be be be be be",Who received the milk? 
Jeff,"Answer, the take the be be be be be be be be be be be be be be be",Who gave the football? 
Bill,"Answer, the the the be be be be be be be be be be be be be be be",Who gave the football to Fred? 
Mary,"Answer, the take the take the/



import and be be be be be be be be be be",Who received the football? 
Mary,"(Monday, the/



import and be be be be be be be be be be be be be",Who gave the football to Fred? 
Jeff,"(Monday, the​

' and be be be be be be be be be be be be be",Who did Bill give the milk to? 
Fred,"Answer, the take the take the take the take the/



import href=""chemicalchemicalchemicalchemicalchemical",Who gave the football to Jeff? 
Jeff,"(Monday, the/



import and be be be be be be be be be be be be be",Who gave the apple to Fred? 
Bill,"Answer, the be be be be be be be be be be be be be be be be be",Who received the milk? 
Jeff,"Answer, the take the take the take the/



import and be be be be be be be be",Who did Bill give the apple to? 
milk,"(1, and the take the be be be be be be be be be be be be be",What did Mary give to Fred? 
Jeff,"Answer, the the be the be be be be be be be be be be be be be be",Who received the apple? 
Jeff,"Answer, the the the be the be be be be be be be be be be be be be",Who gave the apple to Bill? 
apple,"Answer, the the the/



import the/



import href=""chemicalchemicalchemicalchemicalchemicalchemicalchemicalchemical",What did Mary give to Fred? 
Bill,"Answer, the the take the take the#echo and be be be be be be be be be be",Who did Fred give the apple to? 
Jeff,"(201, the/



import and be be be be be be be be be be be be be",Who gave the apple? 
Bill,"Answer, the/



import the/



import and be be be be be be be be be be be",Who gave the milk to Fred? 
Bill,"Answer, the/



import and the/



import and be be be be be be be be be be",Who did Jeff give the football to? 
Fred,"Answer the take the take the​

••••••​

«chemicalchemicalchemicalchemicalchemical",Who gave the milk? 
apple,"Answer, the be, and be be be be be be be be be be be be be be",What did Mary give to Bill? 
Jeff,"Answer, the be the/



import and be be be be be be be be be be be be",Who received the milk? 
Bill,"(Monday, the/



import and be be be be be be be be be be be be be",Who did Fred give the milk to? 
Bill,"(201, and be be be be be be be be be be be be be be be be",Who gave the apple? 
Jeff,"(Monday, the take the/



import and be be be be be be be be be be be",Who gave the apple? 
Fred,Answer the be be be be be be be be be be be be be be be be be be,Who received the football? 
football,( ( ( ( ( ( ( ( (chemical and be be be be be be be be be,What did Mary give to Fred? 
Mary,"Answer, the be be be be be be be be be be be be be be be be be",Who did Jeff give the apple to? 
football,"Answer, the the be be be be be be be be be be be be be be be be",What did Jeff give to Mary? 
Mary,"Answer, the

••••••••••••••••",Who received the milk? 
milk,"(1, and the take the/



import and be be be be be be be be be be",What did Mary give to Fred? 
Mary,"Answer, the take the take the/



import and be be be be be be be be be be",Who gave the milk? 
Bill,"Answer, the/



import and the/



import and be be be be be be be be be be",Who gave the milk to Mary? 
Mary,"(1, the/



import the/



import the/



import href=""Skipchemicalchemicalchemicalchemicalchemical",Who received the football? 
Fred,"Answer, the the the the be be be be be be be be be be be be be be",Who gave the apple? 
milk,"Answer, the be be be be be be be be be be be be be be be be be",What did Fred give to Bill? 
Fred,"Answer, the be, and be be be be be be be be be be be be be be",Who did Bill give the milk to? 
Jeff,"(Monday, and the/



import and be be be be be be be be be be be be",Who gave the apple? 
Fred,"Answer, the take the/



import and the/



import and be be be be be be be be",Who did Bill give the apple to? 
Bill,"(Monday, and the take the/



import and be be be be be be be be be be",Who gave the football to Jeff? 
Bill,Answer the the take the take the be be be be be be be be be be be be be,Who did Jeff give the apple to? 
milk,"Answer, the the the the the/



import the/



import the/



import href=""Skip be be",What did Mary give to Bill? 
Mary,"Answer, the take the take the/



import and be be be be be be be be be be",Who did Bill give the milk to? 
Mary,"( ( ( ( ( ( (Monday, and be be be be be be be be be be",Who gave the milk to Jeff? 
Fred,"(1, the be be be be be be be be be be be be be be be be",Who gave the milk? 
Bill,"(Monday, the take the take the take the#echochemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemical",Who received the milk? 
Fred,"(1, the























import href=""customers",Who gave the football? 
