"target","output","question"
"hallway","Answer: In the hallway.  Question: Where is Marat? Answer: In the hallway.  Question","Where is Daniel? "
"bedroom","Answer: In the bathroom. Question: Where is Daniel? Answer: In the office. Question:","Where is Sandra? "
"office","Mary? Daniel? Sandra? Answer: John is in the office. Mary is in the kitchen","Where is John? "
"garden","Answer: He went to the garden.  Question: Where is Mary? Answer: She moved to the","Where is John? "
"kitchen","Answer: He's in the kitchen. Question: Where is Jacko? Answer: He's in","Where is Daniel? "
"hallway","Answer: In the hallway.  Question: Where is Fred? Answer: In the hallway.  Question:","Where is Mary? "
"hallway","Answer: She is in the hallway.  Question: Where is Daniel? Answer: He is in the","Where is Sandra? "
"hallway","Answer: In the hallway.  Question: Where is the Inquisitor? Answer: In the hallway","Where is John? "
"bedroom","Mary went back to the bathroom. Mary moved to the office.  Question: Where is Mary? Mary","Where is Mary? "
"bedroom","Answer: She's in the bedroom. Question: Where is Toto? Answer: He's in","Where is Sandra? "
"bedroom","Answer: He is in the garden. Question: Where is Edith? Answer: She is in","Where is Daniel? "
"kitchen","Answer: She is in the kitchen.  Question: Where is John? Answer: He is in the","Where is Sandra? "
"bedroom","Answer: He's in the bathroom.  Question: Where is Mary? Answer: She's in the","Where is Daniel? "
"garden","Answer: In the garden. Question: Where is Sandra? Answer: In the kitchen. Question:","Where is John? "
"bathroom","She went to the bathroom.  Answer: She went to the bathroom.  Question: Where is Mary?","Where is Sandra? "
"garden","Where is John? Where is Mary?  Answer: Mary is in the garden. John is in the","Where is Sandra? "
"office","Answer: In the office.  Question: Where is Sandra? Answer: In the bathroom.  Question:","Where is Daniel? "
"bedroom","Answer: She's in the kitchen.  </context>  Question: Where is Mary? Answer: She","Where is Mary? "
"garden","Answer: She is in the convent. Question: Where is John? Answer: He is in the","Where is Sandra? "
"bathroom","Answer: In the bathroom.  <Context>   _Reg._ What wouldst thou do, my child","Where is Sandra? "
"office","Answer: He’s in the garden.  Question: Where is John? Answer: He’s in the","Where is John? "
"kitchen","Answer: In the kitchen.  Question: Where is Mary? Answer: In the bedroom.  Question:","Where is Daniel? "
"bedroom","Answer: In the country. Question: Where is John? Answer: In the country. Question:","Where is John? "
"office","Answer: In the lion's den.  Context: (Ah, dear God, grant me patience,","Where is Daniel? "
"bathroom","Answer: She's in the bathroom. Question: Where is John? Answer: He's in the","Where is Sandra? "
"office","Where is Daniel? Where is Sandra?  Answer: John is in the bathroom. Daniel is in the","Where is John? "
"hallway","Mary is in the hallway.  Question: Where is Daniel? Daniel is in the kitchen.  Question:","Where is Mary? "
"office","Mary, Mary, Mary, Mary, Mary, Mary, Mary, Mary, Mary, Mary,","Where is John? "
"office","Answer: She's in the bathroom.  Question: Where is Mary? Answer: She's in the","Where is Sandra? "
"bathroom","Answer: In the bathroom.  Question: Where is Fred? Answer: In the bathroom.  Question:","Where is John? "
"hallway","Answer: He's in the hallway. Question: Where is Mary? Answer: She's in the","Where is John? "
"hallway","Answer: He's in the garden.  Question: Where is Mary? Answer: She's in the","Where is Daniel? "
"hallway","Answer: In the kitchen.  Question: Where is Mary? Answer: In the kitchen.  Question:","Where is Daniel? "
"bathroom","Answer: He's in the hallway. Question: Where is John? Answer: He's in the","Where is Daniel? "
"bathroom","Answer: In the cave.  Question: Where is Billings? Answer: In the cave.  Question","Where is John? "
"bathroom","Answer: In the bathroom. Question: Where is Mary? Answer: In the bedroom. Question:","Where is Daniel? "
"garden","Answer: He's in the office.  Question: Where is Alfred? Answer: He's in the","Where is John? "
"bedroom","Answer: In the bedroom.  Question: Where is Mary? Answer: In the office.  Question:","Where is John? "
"office","Answer: Mary is in the kitchen.  Question: Where is Mary? Answer: Mary is in the","Where is Mary? "
"garden","Where is Daniel?  Answer: Sandra is in the office. Daniel is in the office.  Question:","Where is Sandra? "
"office","Answer: He's in the bathroom. Question: Where is Daniel? Answer: He's in the","Where is John? "
"bedroom","Answer: In the bedroom. Question: Where is Mary? Answer: In the bathroom. Question:","Where is Daniel? "
"hallway","Answer: He's in the hallway. Question: Where is John? Answer: He's in the","Where is John? "
"kitchen","Where is George? Where is William?  Answer: Daniel O'Connell, the great tribune of","Where is Daniel? "
"bedroom","Answer: In the bedroom.  Question: Why is he in the bedroom? Answer: Because he is","Where is Daniel? "
"hallway","Answer: She's in the hallway.  Question: Where is Wilmer? Answer: He's in","Where is Sandra? "
"garden","Answer: In the garden.  Question: Where is Joe? Answer: In the garden.  Question:","Where is Sandra? "
"bedroom","He is in the bedroom.  Answer: He is in the bedroom.  Context: John is in the","Where is John? "
"office","Answer: He's in the office. Question: Where is John? Answer: He's in the","Where is John? "
"garden","Answer: She's in the bathroom. Mary went to the bathroom. Meantime, abscess","Where is Sandra? "
