"target","output","question"
"bedroom","I don't know. Question: Where is the apple? I don't know. Question: Where","Where is the apple? "
"bathroom","Answer: In the end zone. Question: Where is the basketball? Answer: In the paint.","Where is the football? "
"bedroom","""What is the meaning of the word ""football""? Answer ""What is the meaning of the","Where is the football? "
"bedroom","Answer: In the stadium. Question: Where is the baseball? Answer: In the ballpark. Question","Where is the football? "
"bedroom","""Fred, General, and I have been discussing you, and I have been telling him how valuable","Where is the apple? "
"kitchen","""I don't know,"" said the sergeant. ""I don't know,"" answered the lieutenant.","Where is the football? "
"garden","Answer: Where is the milk? Answer: Where is the milk? Answer: Where is the milk","Where is the milk? "
"office","The milk is in the fridge. The milk is in the fridge. The milk is in the fridge","Where is the milk? "
"bedroom","In the fridge. Answer: Where is the milk? In the fridge. Answer: Where is the","Where is the milk? "
"kitchen","A. In the garden. B. In the orchard. C. In the store. D","Where is the apple? "
