,target,output,question
34,garden,,What is the hallway east of?
35,kitchen,Answer: bedroom,What is south of the hallway?
36,bathroom,Answer: bedroom,What is the kitchen west of?
37,kitchen,,What is the bathroom west of?
38,bathroom,"Answer: bedroom
</example>
<example>
The bedroom is west of the kitchen. What is",What is the garden south of?
39,bedroom,"Answer: bedroom

Question: What is the garden west of? Answer: bedroom

Question: What",What is the garden south of?
40,bedroom,Answer: bedroom,What is west of the bathroom?
41,garden,,What is west of the office?
42,bathroom,,What is west of the hallway?
43,hallway,,What is north of the kitchen?
44,bathroom,Answer: bedroom,What is the hallway north of?
45,office,"Answer: the kitchen
</example>
<example>
The garden is west of the bedroom. The",What is the bedroom south of?
46,kitchen,"Answer: garden

</example>
</example>
</example>
</example>
</example>
</",What is west of the office?
47,bedroom,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Your answer should",What is south of the office?
48,office,"Answer: bedroom

Question: What is the kitchen south of? Answer: bedroom

Question: What",What is the kitchen east of?
49,hallway,Answer: The hallway.,What is south of the bathroom?
50,hallway,,What is east of the bathroom?
51,bathroom,"Answer: bedroom

Question: What is the office north of? Answer: bathroom

Question: What",What is the office south of?
52,office,,What is the hallway east of?
53,kitchen,,What is the bedroom south of?
54,kitchen,"Answer: bedroom
</example>
<example>
The bedroom is west of the hallway. The garden",What is the hallway west of?
55,bathroom,,What is the bedroom east of?
56,bedroom,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is the kitchen south of?
57,office,,What is the kitchen west of?
58,kitchen,,What is the hallway south of?
59,office,,What is the bedroom east of?
60,bathroom,,What is east of the kitchen?
61,kitchen,"Answer: kitchen

Question: What is the kitchen west of? Answer: bathroom

Question: What",What is the bathroom south of?
62,bedroom,Answer: bedroom,What is the kitchen north of?
63,kitchen,"Answer: bedroom
</example>
<example>
The bedroom is west of the kitchen. The kitchen",What is the garden east of?
64,kitchen,"Answer: kitchen

Question: What is west of the bedroom? Answer: garden

Question: What",What is south of the hallway?
65,kitchen,"Answer: office
</example>
<example>
The garden is west of the office. The kitchen",What is the garden east of?
66,hallway,,What is north of the garden?
67,garden,,What is the bedroom south of?
68,garden,"Answer: the bathroom
</example>
<example>
The hallway is south of the kitchen. The",What is the hallway south of?
69,office,,What is west of the kitchen?
70,bedroom,,What is east of the office?
71,hallway,,What is south of the kitchen?
72,bedroom,,What is east of the garden?
73,bedroom,,What is west of the kitchen?
74,kitchen,,What is the office west of?
75,bathroom,,What is the bedroom west of?
76,office,,What is the bathroom south of?
77,hallway,"Answer: kitchen

Question: What is west of the bedroom? Answer: garden

Question: What",What is north of the garden?
78,bathroom,,What is west of the bedroom?
79,kitchen,Answer: kitchen,What is the bedroom north of?
80,bedroom,"Answer: bedroom
</example>
<example>
The garden is west of the bedroom. The bedroom",What is the kitchen east of?
81,garden,,What is the bathroom east of?
82,hallway,"Answer: bedroom

Question: What is the hallway east of? Answer: garden

Question: What",What is the garden west of?
83,kitchen,"Answer: kitchen

Question: What is the kitchen south of? Answer: bedroom

Question: What",What is the office north of?
84,bedroom,"Answer: bedroom
</example>
<example>
The garden is west of the bedroom. The bedroom",What is east of the bathroom?
85,kitchen,,What is the garden east of?
86,kitchen,,What is the hallway west of?
87,bathroom,,What is east of the garden?
88,hallway,"Answer: kitchen

Question: What is the kitchen west of? Answer: bedroom

Question: What",What is the office north of?
89,bathroom,,What is east of the office?
90,bathroom,Answer: The bedroom.,What is north of the garden?
91,hallway,,What is east of the bedroom?
92,kitchen,,What is south of the hallway?
93,hallway,"Answer: bedroom

Question: What is north of the bedroom? Answer: hallway

Question: What",What is north of the garden?
94,kitchen,"Answer: kitchen
</example>
<example>
The bedroom is north of the kitchen. What is",What is the bathroom west of?
95,bathroom,,What is the garden north of?
96,bathroom,,What is south of the bedroom?
97,bathroom,,What is west of the bedroom?
98,bedroom,,What is the hallway south of?
99,kitchen,,What is north of the bedroom?
