,target,output,question
26,Mary,"The man..swinging the man, to be it to whom to the Bible and the Bible",Who gave the football? 
27,Mary,"I
the little
I the..swinging the the the the the the the the the the",Who gave the apple to Bill? 
28,Fred,"The first
 The first
 It was the
 The first the
 It was the
 The first",Who received the apple? 
29,Mary,the the the the the Ã�.swinging the.swinging.swinging.swinging trying to the trying,Who gave the milk to Bill? 
30,milk,://://://://://://://://://://://://://://://://://://://://,What did Mary give to Jeff? 
31,Mary,"I the other one
 Peter.'de he's he said he was he
 Peter. He",Who gave the milk? 
32,Fred,"It is the the
.swinging the the
 versa
 the
 the
 the
.swinging",Who gave the apple to Mary? 
33,football,"The
The same the the the
The
The Confederate the
 The
The Confederate..swing",What did Bill give to Mary? 
34,apple,"'d he
But I
The, the
I
I
What is the
I",What did Fred give to Mary? 
35,apple,"I was the.://.swinging the
But I He was to her to the to the",What did Fred give to Bill? 
36,Jeff,"The King, the the the the the the the the
the
the
the
the",Who gave the milk? 
37,Bill,"The same the
 the
 the
 the
 versa the
 the
the
 the
 the",Who did Mary give the apple to? 
38,Fred,I that is he was to be he was he was the first..swinging the first the,Who gave the football to Mary? 
39,milk,"I
 They were to the first to get the first to be it to the milk to be to",What did Mary give to Fred? 
40,milk,"He was the first and he had a
 He was he had he was Mary the first
 Mary",What did Fred give to Mary? 
41,Mary,,Who gave the football? 
42,Fred,"I
I I’my.swinging versa the the the the the the the the the the the",Who received the apple? 
43,Mary,I'my the first time the minute the matter the first time the first time the moment the minute,Who gave the apple? 
44,Fred,"He was he was he was he was he was he was he was the
 the
The",Who gave the apple to Bill? 
45,apple,"I'm not the first of all the fact, and you're you
 Peter
 I'my",What did Fred give to Bill? 
46,Fred,"the people,.swinging the
.swinging the
 the
the

 the
..swing",Who received the apple? 
47,Fred,"It is the versa
.swinging.swing the the the been the versa the versa
.swinging.swing",Who received the milk? 
48,Mary,He was he had he had he had he had he had he had he had he had he had,Who received the football? 
49,apple,I'mythe one minute...swinging the first. I'my I'mythe,What did Bill give to Mary? 
50,apple,"He was the the the the the the..swinging.swinging
.swinging the the the the",What did Mary give to Fred? 
51,apple,I the first the first to the first time and he was he was the one the first to the,What did Fred give to Bill? 
52,apple,"He was the the
He was the the
 to the
 He was the the
He",What did Fred give to Bill? 
53,milk,"The fish the water.
 The fish the the first?
 The the the water.
 The
 and",What did Jeff give to Fred? 
54,Mary,"The
the
.swinging the
 the
 the
 the
 the
the
 the",Who received the milk? 
55,Jeff,When you? When you? When? When you're you're you when he is he is he,Who gave the football? 
56,Bill,"I'my I'my
I'my the first. versa the first to you're you",Who gave the football to Fred? 
57,Mary,"The
the
the
 The battle the
 the battle the the the the the the the",Who received the football? 
58,Mary,"They're you'red
I
I
I the
The
I
 He gave",Who gave the football to Fred? 
59,Jeff,"I'my the next morning.the
I'my
I
I am I'my",Who did Bill give the milk to? 
60,Fred,I was she was she said she I what I what I have I have the moment the question the,Who gave the football to Jeff? 
61,Jeff,"I was a father and my father and my fatherly the
 the the
But I was to",Who gave the apple to Fred? 
62,Bill,"I believe the
The
 Mr. the fact,.swinging the
 Mr. versa the",Who received the milk? 
63,Jeff,"I the
 He is the one the one the one the one his mother. Mr. the one",Who did Bill give the apple to? 
64,milk,"The American
 American to the American
 American
 American
 American to the
to the same to",What did Mary give to Fred? 
65,Jeff,"The
that the
 the
 the
 to the
 the
 the",Who received the apple? 
66,Jeff,"The town, the,which the the the
 the
the town the the
 the
 the",Who gave the apple to Bill? 
67,apple,"The liver..swinging the
 is the
 is the
 the
 to",What did Mary give to Fred? 
68,Bill,"I to have to the
 to be it
it was to be it to",Who did Fred give the apple to? 
69,Jeff,"I had we the sea, and Mary the sea the
 the least the least the first to the",Who gave the apple? 
70,Bill,"I'my
 the
 on the
 Then I the
 on the",Who gave the milk to Fred? 
71,Bill,"I’m in the little
 I’m I’m I’m
 I’m I’m I it was",Who did Jeff give the football to? 
72,Fred,I the he was the first the moment the first the first the first I'my I'my,Who gave the milk? 
73,apple,I was I was to him to the man I was I was to be he was he was he,What did Mary give to Bill? 
74,Jeff,He was he had he had he had he had he had he had she was she was he had,Who received the milk? 
75,Bill,"He was the the
The first,.swinging the
 the the
the
He was he",Who did Fred give the milk to? 
76,Bill,"It is the
 to the the the
 to the
 It is to say,.swing",Who gave the apple? 
77,Jeff,"I the the
the world'st the
the night and the thefirsts the
the",Who gave the apple? 
78,Fred,"He had he had gone to the
 He was to be it was she was she had he had",Who received the football? 
79,football,"The first the
 trying the
the
 the
.swinging the
 the
 the
.swing",What did Mary give to Fred? 
80,Mary,"The Constitutionally the Constitution
 It was it to the Constitutionally speaking it was it was the Constitution",Who did Jeff give the apple to? 
81,football,"I'my the
 She was the one day..swinging the first time the
 John,",What did Jeff give to Mary? 
82,Mary,The patient the first time and the patient the patient the patient the first the patient the patient to the,Who received the milk? 
83,milk,"I
the
the
I have the
the
I have I have the
 trying to",What did Mary give to Fred? 
84,Mary,"I the
 She must her. the
 She
 She
 She
She was Mary,.swing",Who gave the milk? 
85,Bill,"The boy and the
.swinging the
the
.swinging the
The boy and the boy",Who gave the milk to Mary? 
86,Mary,"I'my
 I'my
 I
 is it
 I'my the",Who received the football? 
87,Fred,"I'my the same.the other than the, he was the
The boy to the first",Who gave the apple? 
88,milk,"I thought I was I was I was I
 I was I was I was a I was I",What did Fred give to Bill? 
89,Fred,"I'my. I'my versa the
 I'my
 I think I'my the",Who did Bill give the milk to? 
90,Jeff,"The bell
 is the
 a the one of the to the
 the",Who gave the apple? 
91,Fred,"""I
I
I
I the
I was I'ms
But she was Alfred",Who did Bill give the apple to? 
92,Bill,"I
 they
they
 they
I
 they
 I
 they",Who gave the football to Jeff? 
93,Bill,"The following the
.swinging the following the
 trying the
.swinging versa to the
 the",Who did Jeff give the apple to? 
94,milk,"the.swing.swing the.swing the versa the the versa
the
the
 the.swing the.swing the",What did Mary give to Bill? 
95,Mary,"I'my
 I'my",Who did Bill give the milk to? 
96,Mary,"The Great
The Great
The first. the
The Great to be the the the the the",Who gave the milk to Jeff? 
97,Fred,"I to be to be the the
 to be the one to be the
the one to",Who gave the milk? 
98,Bill,"The water
.swinging the
 the
.swinging.swinging the
.swinging the the",Who received the milk? 
99,Fred,The deaths.swing the the able to the..swing the..swing the.swing the the the the the,Who gave the football? 
