,target,output,question
25,bathroom,He was the woman. the woman. versa the woman she was he was she was in the man,Where was the apple before the hallway? 
26,bathroom,"The same time and the same the fact to say the
 John to the fact to say the fact",Where was the milk before the office? 
27,office,"I'my
I
I
 John
 John
 John
John
 John
 John",Where was the football before the bedroom? 
28,bedroom,"The item to the
 It is the
 The first
 The the
 The
It is the",Where was the football before the hallway? 
29,kitchen,"The woman the woman..swingingthe fact the
But the woman..swinging the woman.",Where was the apple before the bedroom? 
30,hallway,"I have the garden the
I am I the
I am I the I the fact to the",Where was the football before the bathroom? 
31,kitchen,"The little the the the
 John the were the
 John'st the the the
 John's",Where was the milk before the garden? 
32,office,"I am I the man,the man the
I the
the
What is the
John",Where was the milk before the garden? 
33,bedroom,"The battle the
 the battle the
 John
John's
 John in the
The battle",Where was the milk before the garden? 
34,hallway,"What is to what is thethe same the the the the
 John the the the the the the",Where was the football before the bedroom? 
35,hallway,"The firststhe fact. The firsts the firsts John'st
 John the firsts",Where was the apple before the bathroom? 
36,office,I the fact that we have been the person the the fact the fact the fact to the same the,Where was the milk before the bathroom? 
37,garden,"I'ms.swinging I would you were I was I
 John the I was I her",Where was the football before the bedroom? 
38,office,"He was to the
 He was the the first the first the first. He was a man to",Where was the milk before the kitchen? 
39,garden,"We it..swinging the
the the the
 versa the sea we went it we went it",Where was the milk before the bedroom? 
40,hallway,"The the secondly the the
the fact the
the the
the fact the same to the",Where was the football before the bathroom? 
41,kitchen,"I her father
 Mary
 Mary I'my
 John's
 Mary'st is she's",Where was the apple before the bedroom? 
42,garden,"The
In the
The
John the
Johns the
John the
John the",Where was the apple before the office? 
43,bedroom,"She was in a man was she was she was she was to the
She was thethe",Where was the apple before the garden? 
44,kitchen,"I thet I'm the
 the
 we they're we to be we
 He",Where was the apple before the bedroom? 
45,garden,John. I John. I went to the second time I John. I John's John the John,Where was the apple before the bathroom? 
46,office,"I
 John
 John’s John
 John and they’re we the first time the
 John",Where was the football before the bedroom? 
47,office,"I the man,the man..swinging the man. the man..swinging the
I",Where was the football before the garden? 
48,bathroom,"I have the
The others, the
Johns
the
The same the
the",Where was the apple before the kitchen? 
49,bathroom,"It is the, and the in the same the
 the
The same the same the
the",Where was the football before the office? 
50,bedroom,"He was John,the he was he was he was he was to the
 trying to the",Where was the football before the kitchen? 
51,bedroom,"The the
the first time the
 John the
 John the
 John the
 John to the",Where was the football before the kitchen? 
52,garden,The spider the spidering.swinging the the spidered the spidering the first the spidering the,Where was the milk before the bedroom? 
53,bathroom,"He was the first the the the the
the world to him
the world the the
the",Where was the milk before the hallway? 
54,garden,"""I'mythe same to the same to her..swinging the
She was she was",Where was the apple before the office? 
55,garden,"I had he had he had he had he had been the
the
 the
 the
the",Where was the football before the kitchen? 
56,office,He had he had he had he had he had he had he had he had he had he had,Where was the milk before the hallway? 
57,bathroom,"I the same the same the little
you were you
I will you the little
 He was",Where was the milk before the office? 
58,bedroom,"He is the
 the
 the
 the
the world the
 the
.swinging the",Where was the football before the office? 
59,garden,"I the the
 the in the
the,.swinging versa the
 the
The word,",Where was the milk before the office? 
60,garden,".swinging the
They were the
they all,.swinging the
They all the
They",Where was the milk before the office? 
61,garden,"The patient the the the the the the the the the the the thethe
It is to the",Where was the milk before the hallway? 
62,hallway,"to the
'd he had they were to the
the she was the
.swinging.swinging",Where was the football before the kitchen? 
63,bathroom,"I have I to the boy and I the first the man.the
 John's
 John",Where was the apple before the hallway? 
64,bathroom,"He was the
 the
the
..swinging the
the
 versa the
.swinging",Where was the milk before the kitchen? 
65,bathroom,"I the man the man to the
the
The
They were the
.swinging the the",Where was the milk before the kitchen? 
66,office,"They are they are the the the the
They are they are the the the the
 John the",Where was the milk before the garden? 
67,hallway,He was he was in the first the one the same the same the whole the same the same the,Where was the milk before the bedroom? 
68,kitchen,.swing the.swinging.swinging.swing the.swinging://://://://.ComponentPlacement.://.ComponentPlacement.://,Where was the milk before the bedroom? 
69,kitchen,"I
 The
 He is it is the
I am I am I
I The
I",Where was the milk before the office? 
70,garden,"The first time the
Johns the
The first time the second time the
The first the",Where was the milk before the bathroom? 
71,bedroom,"The garden thethe garden,://.swinging trying the the the the
They'resthe garden",Where was the milk before the kitchen? 
72,hallway,".swing
the trying
the.swing.swing trying
 trying
the.swinging.swing
 trying to",Where was the apple before the office? 
73,office,"The
The
The ""You were thethe door to the the the the the versa the the",Where was the milk before the kitchen? 
74,bedroom,"John,.swing the the the
 John, the the the the
 John.
 John,.swinging",Where was the milk before the garden? 
75,bedroom,It is to the prayer the prayer the prayer the prayer..swinging the prayer..swinging the,Where was the apple before the bathroom? 
76,bathroom,"I the first the the
John'st the the the firsts
I the
The first",Where was the apple before the hallway? 
77,bedroom,"I went the the
I am I am I am John to the
 the
John the",Where was the milk before the kitchen? 
78,bathroom,"John'so the the the the the thethe the
.swinging thethe same of thethe",Where was the apple before the hallway? 
79,kitchen,"I have the best he is it was the same in a in the same the
 John. The",Where was the apple before the bathroom? 
80,garden,"I am I have the same the same the first to have the
 John the same to the",Where was the apple before the bedroom? 
81,office,"He is he was he was a man he is he was he is the ""He is the",Where was the apple before the garden? 
82,kitchen,"I'm she was the first time she was she had she was I'my, she was she",Where was the apple before the garden? 
83,hallway,"to say the humanly to the they are the
the
our
to the the",Where was the apple before the bedroom? 
84,garden,"The body to the the the the the the the the
.swinging.swinging.swinging versa the",Where was the milk before the hallway? 
85,kitchen,"The
.swinging the
.swing the
.swinging the
 the
 trying the
.swinging",Where was the milk before the bedroom? 
86,bedroom,"I have you're you
 John
 John the
John the
John's the
 The",Where was the milk before the hallway? 
87,garden,"It is he is the
In the thethe same the
The first the the the the the",Where was the football before the bathroom? 
88,garden,"The first the first the
 the
The first time the
 the first time the
the first",Where was the football before the hallway? 
89,bathroom,"He was the fatherly the boy the mother the father and the
He was the
He was",Where was the football before the garden? 
90,office,"The the
 The first time the first the
 The first the first the
 It was the garden",Where was the apple before the bathroom? 
91,kitchen,"I
I
I he
I she said she said she said she said
I
I",Where was the apple before the office? 
92,bathroom,"I the
 He was a him
 the actuality the the the the the the the the",Where was the football before the office? 
93,garden,"I the versa the the the the thethe you're you, the the thethe you're you",Where was the milk before the kitchen? 
94,office,"The ""and the
the
.swinging.swinging.swinging the first time to what is the",Where was the football before the hallway? 
95,bathroom,"The first to the
Johns. She was John
John'st
Johns John",Where was the apple before the kitchen? 
96,office,"He was the
I am I'mythe same to the first to the first to the first",Where was the apple before the kitchen? 
97,bedroom,"""I'my the
the one the
They were you the first
They were in the",Where was the apple before the bathroom? 
98,garden,"I
I
I
I
I
I
I have I
I
I am",Where was the football before the hallway? 
99,bathroom,"He was the same the same the
 the the the the
The first the the the
the",Where was the football before the garden? 
