,target,output,question
47,bedroom,the.swinging.swing the.swinging.swinging.swinging.swing versa the able each time.swinging.swing,Where is Sandra? 
48,office,"He was the
 He was to him that he was to the
 He was to him that to",Where is Daniel? 
49,bedroom,"The first time the first time the
The first time the on the on the first to the",Where is Sandra? 
50,hallway,"The Confederate the
.swinging the thethe Confederate the the the the
.swinging.swinging the",Where is Daniel? 
51,bedroom,"the
the same to the
the the first on the on the same the
 to the",Where is Sandra? 
52,office,He was he had he had he was he was he was he was he had he was he had,Where is John? 
53,garden,".swing
.swing
.swing
.swing
://://://://://://://://://://://://",Where is John? 
54,kitchen,"The train the train the
 the train the train the train, the train it is the",Where is Daniel? 
55,hallway,"He was he was to be the
The King. the
the same time to what to the",Where is Mary? 
56,hallway,"The man he was the
The the
 the
the house to the
 trying to the",Where is Sandra? 
57,hallway,"He was the
 He had been the
 He was the
 and the
He was the",Where is John? 
58,bedroom,"The country, the the the
.swinging.swinging.swinging the the the the the the the",Where is Mary? 
59,bedroom,the the the the versa the'd to the the the.://.swinging the the the the'd,Where is Sandra? 
60,bedroom,He was his father to be he was to be he was to be he said to be he was,Where is Daniel? 
61,kitchen,I the the woman..swinging the one of the man's what the first that night.the,Where is Sandra? 
62,bedroom,"""She was the same the same time she had been the one
 She was the
the",Where is Daniel? 
63,garden,"They are they are the the the the the
They are the the
the
the first time",Where is John? 
64,bathroom,"The same as the
 The same, the same, the same the same the
 the",Where is Sandra? 
65,garden,I'm the first..swinging the first..swinged the same the first. I'my,Where is Sandra? 
66,office,I am I am I have Mr. able Mr..swinging.swinging the Mr. the Mr,Where is Daniel? 
67,bedroom,"he was to the
 to the
 and the
 and he was the
 the",Where is Mary? 
68,garden,"The
 to the
 to the man the man thet the
 to the the",Where is Sandra? 
69,bathroom,"The questioning the
    Theal, the, the, the, The
    The,",Where is Sandra? 
70,office,"The
they are the
 and the
 it the
 to the
 it",Where is John? 
71,kitchen,"The boy the
 the the
 the the the
the boy,.swinging the
the",Where is Daniel? 
72,bedroom,"The name the
 the
The the
The the the
The the same the same the",Where is John? 
73,office,"I was a
the
the
 the
The first to the same to the
the",Where is Daniel? 
74,bathroom,"The ""is the
The Church is the
The Church..swinging the
 and the",Where is Sandra? 
75,office,It is,Where is John? 
76,hallway,"I the the
the
The others, the
I the
the
the he was the",Where is Mary? 
77,office,"The king the the
But the same the most of the the same the
 the most of",Where is John? 
78,office,"I
the first time and the first time, and the
 I
 I what to get to",Where is Sandra? 
79,bathroom,"He was to the
He was he was the
 versa
He was the
the
But",Where is John? 
80,hallway,"The man the
 He was the man the man the man the man the
The man I was",Where is John? 
81,hallway,"I the least he was he was he was the
you the same him, trying to the",Where is Daniel? 
82,hallway,"He was the
He was the first time to the
 the
.swinging.swinging the",Where is Daniel? 
83,bathroom,When the the.://.swinging the the trying to be the the versa the the the versa.,Where is Daniel? 
84,bathroom,"The first time to the
 the time time time
 They were the
 the same time",Where is John? 
85,bathroom,the.swinging.swinging.swinging.swinging.swinging.swinging.swinging.swinging.swinging.swing,Where is Daniel? 
86,garden,"I went to the first, and Mr..swinging the first, and we went he
 Alan",Where is John? 
87,bedroom,"She was her
  her, she was her
her
she was her, she was",Where is John? 
88,office,"I think the
the the the the Alan, the Alan to Alan..swinging. Alan,",Where is Mary? 
89,garden,"I have the first to the the first the first time.
 The the President.
The same to the",Where is Sandra? 
90,office,"I'my the
 the",Where is John? 
91,bedroom,"It is the
 Alan thethe marriage
 isthe marriage
 is
 isthe",Where is Daniel? 
92,hallway,"The most of the instruments,.swinging the
the har the same the harp The harp",Where is John? 
93,kitchen,He was she was to be she was she was she was he was she was she was she were,Where is Daniel? 
94,bedroom,"He was the same to the first one of the same the ""I was the
He was it",Where is Daniel? 
95,hallway,to to the is the that that the to to,Where is Sandra? 
96,garden,"the
 the
 the
 the
 and the
 the, the the",Where is Sandra? 
97,bedroom,The man to the the the the..swinging to the the the man he was he was he,Where is John? 
98,office,"the
 the the versa.
 the the the the versa,.swinging..swinging.swinging.swing",Where is John? 
99,garden,"the
the Confederate the the the
 the the
the
the
The Confederate the Confederate the",Where is Sandra? 
