"target","output","question"
"milk","A. A book B. A pen C. A pencil D. A dictionary  Question: What","What did Mary give to Jeff? "
"Mary","Answer: Mary  Question: Who was the ostler? Answer: Joe Flint  Question: Who","Who gave the milk? "
"Fred","(line 1, page 1) Answer: Fred  Question: Who was the engaged leader","Who gave the apple to Mary? "
"football","A. a book B. a ring C. a letter D. a present Question: What","What did Bill give to Mary? "
"apple","What did Amy give to Lumley? What did Webb give to Amy? What did Amy give to","What did Fred give to Mary? "
"apple","Answer: A book of poetry. Question: What did Bill give to Fred? Answer: A book","What did Fred give to Bill? "
"Jeff","Jeff or Fred?  Answer: Jeff.  </question>  </text> </TEI.2>","Who gave the milk? "
"Bill","A. John B. Frank C. Barney D. Muriel  Question: What did M","Who did Mary give the apple to? "
"Fred","A. Fred B. Lester C. Robert D. Jeff Answer: A","Who gave the football to Mary? "
"milk","Answer: Milk. Question: What did Fred do with the milk? Answer: He drank it.","What did Mary give to Fred? "
"milk","A. a book B. a ring C. a necklace D. a bracelet Answer: C","What did Fred give to Mary? "
"Mary","Answer: The football was given by the Minster estate to the Thessaly Manufacturing Company,","Who gave the football? "
"Fred","Answer: Fred. V. The subjects of ornament found in man's work may properly fall into","Who received the apple? "
"Mary","Answer: The first boy. Why? Because he gave her back ten. Question: Who gave the","Who gave the apple? "
"Fred","A. Fred B. Bill C. John D. Tom  Answer: A","Who gave the apple to Bill? "
"apple","Answer: An apple.  Question: What did Fred do? Answer: He went to the bedroom.","What did Fred give to Bill? "
"Fred","Fred or Bill?  Answer: Bill received the apple.  Question: Who handed the apple to Fred?","Who received the apple? "
"Fred","Answer: Fred  Question: Who passed the milk to Fred? Answer: Jeff  Question: Who","Who received the milk? "
"Mary","Mary or Fred?  Answer: Mary  Question: What is the name of the building in the picture","Who received the football? "
"apple","Answer: Bill gave Mary the apple. Question: What did Mary give to Bill? Answer: Mary","What did Bill give to Mary? "
"apple","Answer: An apple.  Question: What did Fred give to Mary? Answer: A kiss.  Question","What did Mary give to Fred? "
"apple","Answer: An apple. Question: What did Mary give to Fred? Answer: An apple. Question","What did Fred give to Bill? "
"apple","A. A dollar B. A quarter C. A nickel D. A dime  Question: What","What did Fred give to Bill? "
"milk","(Choose all that apply.)  - milk - a glass of water - a glass of milk","What did Jeff give to Fred? "
"Mary","Answer: Mary.","Who received the milk? "
"Jeff","Answer: The football was given by the American Football League. The American Football League was founded in","Who gave the football? "
"Bill","A. Bill B. Bill C. Bill D. Bill  Question: Who gave the football to","Who gave the football to Fred? "
"Mary","Answer: The major. Question: What did the major do with the football? Answer: He kicked","Who received the football? "
"Mary","Answer: Mary  Question: Who gave the football to Jeff? Answer: Bill  Question: Who","Who gave the football to Fred? "
"Jeff","Answer: Jeff.  Question: What did Angeline Hall write in a local newspaper? Answer: Don","Who did Bill give the milk to? "
"Fred","Answer: The coach. Question: Who gave the football to the coach? Answer: The president.","Who gave the football to Jeff? "
"Jeff","Answer: Jeff.","Who gave the apple to Fred? "
"Bill","Answer: Bill.","Who received the milk? "
"Jeff","A. Jeff B. Fred C. Delmet D. Yvonne  Question: What is","Who did Bill give the apple to? "
"milk","A. A book B. A ring C. A watch D. A letter  Question: What","What did Mary give to Fred? "
"Jeff","Answer: Jeff.  Question: Who was the first to receive the money? Answer: Hattie","Who received the apple? "
"Jeff","Answer: Jeff. Question: Who went back to the kitchen? Answer: Bill. Question: Who","Who gave the apple to Bill? "
"apple","(Choose one) A. a book B. a hat C. an apple D","What did Mary give to Fred? "
"Bill","A. the boy B. the girl C. the man D. the woman  Question: What","Who did Fred give the apple to? "
"Jeff","Answer: The apple was given by the devil to Eve, who gave it to Adam. Question:","Who gave the apple? "
"Bill","Answer: Bill passed the milk to Fred. Question: Who took the address of the boy who suggested","Who gave the milk to Fred? "
"Bill","A. Bill B. Mary C. John D. George  Answer: A","Who did Jeff give the football to? "
"Fred","Answer: Fred gave the milk to Jeff.  Question: What is the name of the book? Answer","Who gave the milk? "
"apple","A. A book B. A pen C. A pencil D. A dictionary  Question: What","What did Mary give to Bill? "
"Jeff","Answer: The baby. Question: Who received the milk? Answer: The baby. Question: Who","Who received the milk? "
"Bill","Answer: Bill  Question: What did Fred do with the milk? Answer: He drank it","Who did Fred give the milk to? "
"Bill","Answer: Mary gave the apple to Bill.","Who gave the apple? "
"Jeff","Jeff or Bill?  Answer: Jeff gave the apple to Bill.  Question: Who was the prisoner?","Who gave the apple? "
"Fred","Answer: Mary  Question: Who gave the football to Fred? Answer: Mary  Question: Who","Who received the football? "
"football","(Choose 1 answer)  A. a football B. a book C. a letter","What did Mary give to Fred? "
"Mary","A. John B. Mary C. Jane D. Sarah  Question: What is the name of","Who did Jeff give the apple to? "
"football","A. A ring B. A bracelet C. A necklace D. A watch  Question: What","What did Jeff give to Mary? "
"Mary","Answer: The Beaubien. Question: Who received the bread? Answer: The Beaubien","Who received the milk? "
"milk","Answer: Milk. Question: What did Fred give to Mary? Answer: A kiss. Question:","What did Mary give to Fred? "
"Mary","Answer: Mary.","Who gave the milk? "
"Bill","Answer: The cow gave the milk to Mary. Question: Who gave the milk to the cow?","Who gave the milk to Mary? "
"Mary","Answer: The football was received by the gentleman. Question: Who received the football? Answer: The","Who received the football? "
"Fred","Answer: The apple was given by the serpent. Question: Who gave the serpent the apple? Answer","Who gave the apple? "
"milk","(Hint: Look at the first sentence of the passage.)  Answer: milk  Explanation: The first","What did Fred give to Bill? "
"Fred","A. Fred B. K. C. Christine D. Sidney  Answer: A. Fred","Who did Bill give the milk to? "
"Jeff","Answer: Fred. Question: Who took the apple? Answer: Fred. Question: Who gave the","Who gave the apple? "
"Fred","Answer: He gave it to Fred. Question: What did Bill do when he came home? Answer","Who did Bill give the apple to? "
"Bill","Answer: Jeff gave the football to Jeff. Question: Who gave the football to Jeff? Answer:","Who gave the football to Jeff? "
"Bill","A. Jeff B. Jeff's brother C. Jeff's sister D. Jeff's friend  Question","Who did Jeff give the apple to? "
"milk","Answer: Milk  Question: What did Simon say about the battle? Answer: He said that he","What did Mary give to Bill? "
"Mary","A. The cow B. The horse C. The dog D. The cat Question: What","Who did Bill give the milk to? "
"Mary","A. Mary B. Jeff C. General Hooker D. General Burnside  Answer: A","Who gave the milk to Jeff? "
"Fred","Answer: Mary gave the milk to Fred.","Who gave the milk? "
"Bill","Answer: Mary. Question: Who was the man who was tied to the tree? Answer: Wade","Who received the milk? "
"Fred","Answer: Bill. Question: Who went back to the kitchen? Answer: Jeff. Question: Who","Who gave the football? "
