target,output,question
milk,"milk
Fred Fred
Fred Fred
Fred Fred
Fred Fred
Fred Fred
Fred Fred",What did Mary give to Jeff? 
Mary,Fred,Who gave the milk? 
Fred,"garden
Fred office. ""Why, ay, my lady,"" replied the sergeant, ""I believe",Who gave the apple to Mary? 
football,"garden tools
and implements. The chief
function of the clover root as a fertilizer is in",What did Bill give to Mary? 
apple,"apple
and so many years, I may say ages, to rear them; one would as soon",What did Fred give to Mary? 
apple,bathroom. Mary went to the kitchen. Fred went to the office. Mary went to the kitchen.,What did Fred give to Bill? 
Jeff,"Fred. He says ""his picture was thrice drawn in oil; first,
in 1641",Who gave the milk? 
Bill,Mary,Who did Mary give the apple to? 
Fred,"Fred
Fred asked if it was Kampen, she could see straight before her. Mary
Fred",Who gave the football to Mary? 
milk,"garden
Fred? garden
Fred? garden
Fred? garden
Fred? garden
Fred?",What did Mary give to Fred? 
milk,"milk
Fred milk
Fred milk
Fred milk
Fred milk
Fred milk
Fred milk",What did Fred give to Mary? 
Mary,"Fred
the garden of the
garden of the
the garden of the
the garden of",Who gave the football? 
Fred,"Fred. By
my Peter Sebastiaenzoon, Int jaer ons Heeren MDXCIX",Who received the apple? 
Mary,"Fred
Question: Who gave the apple? Fred
Question: Who gave the apple? Fred",Who gave the apple? 
Fred,"Fred gave the apple to Bill. Somewhere not far off he’ll be, I reckon, and",Who gave the apple to Bill? 
apple,apple,What did Fred give to Bill? 
Fred,"Fred
Fred cut down, the other cut up! Bill travelled to the bathroom. One is",Who received the apple? 
Fred,"Jeff. Fred. Aged and infirm, he remained in Washington. The immediate command of the",Who received the milk? 
Mary,"Mary. ""I don't mind that, if I only had things to do with,"" said Katy",Who received the football? 
apple,"apple
Fred one drank to Fred one drank to Mary. Bill picked up the apple there. She",What did Bill give to Mary? 
apple,"milk
What did Mary give to Fred? milk
What did Mary give to Fred? milk",What did Mary give to Fred? 
apple,"milk
Fred gave to Bill milk
Fred gave to Bill milk
Fred gave to Bill milk",What did Fred give to Bill? 
apple,"Mary milk
Fred milk
Fred milk
Fred milk
Fred milk
Fred milk
Fred milk",What did Fred give to Bill? 
milk,"milk
She withdrew, flushed and indignant, for she had spirit enough to resent
this outrage",What did Jeff give to Fred? 
Mary,"Fred
Fred milked the cow
Fred milked the cow
Fred milked the cow",Who received the milk? 
Jeff,"Fred
Fred's
Fred's
Fred's
Fred's
Fred's
Fred's",Who gave the football? 
Bill,"Bill
    While gazing on the statue tall
    That seemed to guard the County Hall.",Who gave the football to Fred? 
Mary,"Jeff.
Question: Who gave the football? Jeff.
Question: Who received the football? Jeff.",Who received the football? 
Mary,"garden. George Tidd""
and send it on to the Hill. Mary gave the football to Fred",Who gave the football to Fred? 
Jeff,"Jeff
Question: Who did Jeff give the milk to? Bill
Question: Who did Jeff give",Who did Bill give the milk to? 
Fred,Fred,Who gave the football to Jeff? 
Jeff,Fred,Who gave the apple to Fred? 
Bill,"Bill
I'm prepared to take the band
I'll lead
I'm prepared to take the",Who received the milk? 
Jeff,"Jeff. As soon as
the weary boy had sunk into his first profound sleep, they would loudly",Who did Bill give the apple to? 
milk,"garden
of the scene, for we felt it to be the last expiring effort of the enemy",What did Mary give to Fred? 
Jeff,"Jeff. The spasms may last for only a
few minutes, or they may continue for several",Who received the apple? 
Jeff,"garden. Nason, you have been my best friend. Jeff travelled to the kitchen. The mare",Who gave the apple to Bill? 
apple,"apple
Ed had breakfast an
hour before, and had already attended, with much profan",What did Mary give to Fred? 
Bill,"Mary
travels to the hallway. He was entirely masculine, and her evident pleasure in his",Who did Fred give the apple to? 
Jeff,"Bill
Bill gave the apple. Bill
Bill gave the apple. Bill
Bill gave the apple",Who gave the apple? 
Bill,"Fred
Landing, the siege of Vicksburg, in front of Atlanta and in the great",Who gave the milk to Fred? 
Bill,"Bill.
""Only for a short while,"" he explained--""matter of an hour or
so",Who did Jeff give the football to? 
Fred,"Bill
I am a father! my friend,
 I think I have fulfill'd
 The various duties",Who gave the milk? 
apple,milk,What did Mary give to Bill? 
Jeff,"garden
She has not waited for her trouble to come to her, but
has met it half",Who received the milk? 
Bill,Bill,Who did Fred give the milk to? 
Bill,"Mary. Bill
gave the apple to Mary. ""I am well aware how little you will",Who gave the apple? 
Jeff,"garden
Fred one of a hallway, and bright
blue eyes, which gleamed like those of",Who gave the apple? 
Fred,"Mary. Fred journeyed to the bedroom. ""All right, dear, we will see you at",Who received the football? 
football,"garden
Fred garden
Mary kitchen. But to the
initiated, there was an easier solution",What did Mary give to Fred? 
Mary,"Jeff
Fred office
Fred office
Fred office
Fred office
Fred office
Fred office",Who did Jeff give the apple to? 
football,"milk
Fred? milk
Fred? milk
Fred? milk
Fred? milk
Fred?",What did Jeff give to Mary? 
Mary,Fred,Who received the milk? 
milk,"milk
Fred. Bill went back to the bathroom. ""Precisely,"" said I, with",What did Mary give to Fred? 
Mary,"Mary
Fred dropped the milk. Mary gave the milk to Fred. As this is a new work",Who gave the milk? 
Bill,"Fred
I'm a nuisance to have the remains around--or
some other absurd reason. At",Who gave the milk to Mary? 
Mary,"Fred
Question: Who received the football? Fred
Question: Who received the football? Fred",Who received the football? 
Fred,"me
Sick: Who gave the apple? me
Sick: Who gave the apple?",Who gave the apple? 
milk,"A apple.
Question: What did Fred give to Bill? A apple.
Question: What did Fred",What did Fred give to Bill? 
Fred,"Fred.
Question: Who did Bill give the milk to? Fred.
Question: Who did Bill give",Who did Bill give the milk to? 
Jeff,"Fred
Fred took the apple there. Gage saw the boy he believed he had destroyed, uttered",Who gave the apple? 
Fred,"Mary
Question: Who did Bill give the apple to? Mary
Question: Who did Bill give",Who did Bill give the apple to? 
Bill,"Bill
I am nothing.' 'Seen all the lions, have no doubt?' 'I think I",Who gave the football to Jeff? 
Bill,"Mary. ""And you have come all the way from Calgary this morning? Would you lie down upon",Who did Jeff give the apple to? 
milk,"milk
and came forward to meet them. ""Thet thar's my handle,"" acknowledged the",What did Mary give to Bill? 
Mary,"Fred
the milk to Bill
Fred the milk to? Bill",Who did Bill give the milk to? 
Mary,"Fred
and just as I did so, heard a faint squeak, and at the same instant",Who gave the milk to Jeff? 
Fred,"Fred
Question: Who took the milk? Mary
Question: Who is the milkman? Bill",Who gave the milk? 
Bill,"Fred
the milkman. Fred the milkman. Fred the milkman. Fred the milkman",Who received the milk? 
Fred,"Fred
Question: Who gave the football? Fred",Who gave the football? 
