"target","output","question"
"hallway","I do not know. I have not written to the President, as I have nothing to communicate","Where is Daniel? "
"bedroom","Where is Sandra? Where is Sandra? Where is Sandra? Where is Sandra? Where is Sandra?","Where is Sandra? "
"office","Mary went to the bedroom. 100 or 200, has been handed to him for this","Where is John? "
"garden","Answer: Where is John? Answer: Where is John? Answer: Where is John? Answer:","Where is John? "
"kitchen","Answer: Where is Daniel? Answer: Where is Daniel? Answer: Where is Daniel? Answer:","Where is Daniel? "
"hallway","Fred was watching for this very thing, and as they stopped he fired, just as the leader","Where is Mary? "
"hallway","The 1st, 2nd, 3rd, 4th, 5th","Where is Sandra? "
"hallway","For, in many instances, they keep up an appearance of justice and equity, at the same","Where is John? "
"bedroom","I know as you'll do   this--an' bid the boys good-by--fur me","Where is Mary? "
"bedroom","""I remember asking the same question at your age, Toto,"" said the old lady,","Where is Sandra? "
"bedroom","He had not yet made up his mind to travel overland to Astrachan.","Where is Daniel? "
"kitchen","Answer: Where is Sandra? Question: Where is Sandra? Answer: Where is Sandra? Question:","Where is Sandra? "
"bedroom","What is the answer to the question? What is the answer to the question? What is the answer","Where is Daniel? "
"garden","Where is the job? Where is the job? Where is the job? Where is the job?","Where is John? "
"bathroom","Where is the? He was a good man, but he was a good man, but he was","Where is Sandra? "
"garden","Mary went to the kitchen. She instantly left the theatre and proceeded to Tonnere,","Where is Sandra? "
"office","The answer is that the answer is that the answer is that the answer is that the answer is that","Where is Daniel? "
"bedroom","""I'm not sure,"" he said. ""I'm not sure,"" he said. ""I","Where is Mary? "
"garden","I want to know what is going on in the house. I want to know what is going on","Where is Sandra? "
"bathroom","Mary went to the kitchen. Canst thou, forgetting all thy sex's softness,  Fier","Where is Sandra? "
"office","I don’t want to be unkind, and I daresay I shall be silly enough","Where is John? "
"kitchen","Mary went back to the garden. I wrote to _The Statesman_ desiring to correct a","Where is Daniel? "
"bedroom","Where is John? Where is John? Where is John? Where is John? Where is John?","Where is John? "
"office","(Ah, dear God, grant me patience,         My heart is almost broken,         My heart","Where is Daniel? "
"bathroom","Answer: What is Sandra? Answer: What is Sandra? Answer: What is Sandra? Answer:","Where is Sandra? "
"office","Where is John? Where is John? Where is John? Where is John? Where is John?","Where is John? "
"hallway","And what is the date of the wedding? And, of course, we are, and we are","Where is Mary? "
"office","Answer: Where is John? Answer: Where is John? Answer: Where is John? Answer:","Where is John? "
"office","I was no more than a body, and that I could suppose that I had no _","Where is Sandra? "
"bathroom","I will go to Nashville. Even if the city is taken, there will be no danger. As","Where is John? "
"hallway","I want to see if there are any subjects of the British government, to whom we owe protection","Where is John? "
"hallway","1 How to Make a Ladder, a Book of Etiquette. Mary went back to","Where is Daniel? "
"hallway","Answer: In the kitchen, Mary was a very busy girl, and I was a very busy girl","Where is Daniel? "
"bathroom","Where is Daniel? Where is Daniel? Where is Daniel? Where is Daniel? Where is Daniel?","Where is Daniel? "
"bathroom","Answer: What is the fate of his intended bride? Question: Where is John? Answer: What","Where is John? "
"bathroom","Where is Daniel? Where is Daniel? Where is Daniel? Where is Daniel? Where is Daniel?","Where is Daniel? "
"garden","Answer: I am not, but I am not, but I am not, but I am not","Where is John? "
"bedroom","Where is Mary? Where is Jimmy? Where is Zoie? Where is Mary? Where is Jimmy","Where is John? "
"office","I don't know how to say it, but I can't say it, and I can't","Where is Mary? "
"garden","_Sandra_? _Sandra_? _Sandra_? _Sandra_?","Where is Sandra? "
"office","I can't spell him, but you know who I mean--than Uncle Jimmie's, but","Where is John? "
"bedroom","Mary moved to the bathroom. Into the motives that filled him with a belief that he might inspire a","Where is Daniel? "
"hallway","Answer: Where is John? Answer: Where is John? Answer: Where is John? Answer:","Where is John? "
"kitchen","A long and important debate in Parliament followed on these resolutions. Some of the chief political leaders","Where is Daniel? "
"bedroom","I have been put to a trial and sufferings which I have been put to a thall","Where is Daniel? "
"hallway","Answer: Where is Sandra? Question: Where is Sandra? Answer: Where is Sandra? Question:","Where is Sandra? "
"garden","Where is Sandra? Where is Sandra? Where is Sandra? Where is Sandra? Where is Sandra?","Where is Sandra? "
"bedroom","Answer: Where is John? Answer: Where is John? Answer: Where is John? Answer:","Where is John? "
"office","How do you get to the river? What is the gabble of coolies, the faint","Where is John? "
"garden","Where is the question? Where is the question? Where is the question? Where is","Where is Sandra? "
