"target","output","question"
"garden","Answer: John is in the garden. Question: What is Mary doing? Answer: Mary is in","Where is John? "
"garden","Answer: In the garden. Question: What is the nature of the curve? Answer: It is","Where is Sandra? "
"bathroom","Answer: In the garden. Question: Where is John? Answer: In the garden. Question:","Where is Sandra? "
"bedroom","Answer: Mary is in the office. Question: Where is Mary? Answer: Mary is in the","Where is Mary? "
"kitchen","Answer: She is at the office. Question: What is she doing? Answer: She is working","Where is Sandra? "
"office","Answer: Mary is in the garden.","Where is Mary? "
"bedroom","Answer: In the bedroom. Question: Where is John? Answer: In the hallway. Question:","Where is Mary? "
"office","Answer: In the garden. Question: What is Fred? Answer: In the garden. Question:","Where is Daniel? "
"office","Garden","Where is Sandra? "
"bathroom","Answer: In the garden. Question: Where is John? Answer: In the garden. Question:","Where is Sandra? "
"bedroom","Answer: In the garden. Question: What is Sandra? Answer: In the garden. Question:","Where is Sandra? "
"office","Answer: In the office. Question: Where is Sandra? Answer: In the bedroom. Question:","Where is Daniel? "
"bedroom","Answer: She is in the field.","Where is Sandra? "
"hallway","Answer: What is the name of Daniel? Question: What is the name of Daniel? Answer:","Where is Daniel? "
"bedroom","Answer: In the office. Question: What is the name of the office? Answer: The office","Where is Sandra? "
"office","Answer: In the office. Question: Where is Mary? Answer: In the kitchen. Question:","Where is John? "
"garden","Answer: In the garden.","Where is John? "
"kitchen","Answer: What is the matter with the hostler? Question: What is the matter with the host","Where is Daniel? "
"hallway","Answer: Mary is in the bedroom.","Where is Mary? "
"hallway","Answer: In the garden. Question: Where is Daniel? Answer: In the garden. Question:","Where is Sandra? "
"hallway","Answer: In the hallway. Question: What is the name of the accused person? Answer: The","Where is John? "
"bedroom","Mary went back to the office.","Where is Mary? "
"bedroom","Answer: She is in the bedroom.","Where is Sandra? "
"bedroom","Answer: He is in the garden. Question: What is the name of the garden? Answer:","Where is Daniel? "
"kitchen","Answer: She is in the kitchen. Question: Where is John? Answer: He is in the","Where is Sandra? "
"bedroom","Answer: In the bathroom.","Where is Daniel? "
"garden","Answer: In the garden. Question: What is the matter with the garden? Answer: It is","Where is John? "
"bathroom","Answer: In the bathroom. Question: Where is Mary? Answer: In the bathroom. Question:","Where is Sandra? "
"garden","Garden.","Where is Sandra? "
"office","Answer: In the office. Question: What is the plan of the basilica? Answer: It","Where is Daniel? "
"bedroom","Answer: In the garden.","Where is Mary? "
"garden","Answer: In the kitchen.","Where is Sandra? "
"bathroom","Answer: She is in the bathroom.","Where is Sandra? "
"office","Answer: In the garden. Question: What is the name of the girl? Answer: Jessica.","Where is John? "
"kitchen","Answer: In the garden. Question: Where is Mary? Answer: In the garden. Question:","Where is Daniel? "
"bedroom","Answer: He is at sea. Question: What is the colour of the sea? Answer: It","Where is John? "
"office","Answer: In the office.","Where is Daniel? "
"bathroom","Answer: In the bathroom.","Where is Sandra? "
"office","Answer: In the office. Question: Where is Sandra? Answer: In the garden. Question:","Where is John? "
"hallway","Answer: Mary is in the office. Question: Where is Mary? Answer: Mary is in the","Where is Mary? "
"office","Answer: In the office.","Where is John? "
"office","Answer: In the office. Question: Where is Daniel? Answer: In the office. Question:","Where is Sandra? "
"bathroom","Answer: In the bathroom.","Where is John? "
"hallway","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question:","Where is John? "
"hallway","Garden. 40 How to Row, Sail and Build a Boat. 41 How to Row,","Where is Daniel? "
"hallway","Answer: In the garden,","Where is Daniel? "
"bathroom","Answer: In the garden. Question: What is the name of the young man? Answer: John","Where is Daniel? "
"bathroom","Answer: He is in the cave. Question: What is the name of the man? Answer:","Where is John? "
"bathroom","Answer: In the garden. Question: Where is Mary? Answer: In the bedroom. Question:","Where is Daniel? "
"garden","Answer: In the office of the office of the office of the office of the office of the office","Where is John? "
"bedroom","Answer: In the office.","Where is John? "
"office","Answer: Mary is in the garden.","Where is Mary? "
"garden","Office.","Where is Sandra? "
"office","Answer: He is in the garden. Question: Who is John? Answer: He is a gard","Where is John? "
"bedroom","Answer: In the bathroom.","Where is Daniel? "
"hallway","Answer: In the kitchen.","Where is John? "
"kitchen","Answer: In the kitchen. Question: What is the name of the governor? Answer: The governor","Where is Daniel? "
"bedroom","Answer: In the bedroom.","Where is Daniel? "
"hallway","Answer: In the garden. Question: What is the name of the man who was in the garden","Where is Sandra? "
"garden","Answer: She is in the garden.","Where is Sandra? "
"bedroom","Answer: In the bedroom. Question: What is the rock? Answer: It is a granite.","Where is John? "
"office","Answer: He is in the office.","Where is John? "
"garden","Answer: In the bathroom.","Where is Sandra? "
