target,output,question
football,"Answer, but be the take take take take be be be be be be be be be be be",What did Jeff give to Fred? 
Mary,"Answer, the take take take take be be be be be be be be be be be be be",Who gave the football? 
Mary,"Answer, be be be be be be be be be be be be be be be be be be",Who gave the apple to Bill? 
Fred,"Answer, the take take take take take take take take take take take take take be be be be",Who received the apple? 
Mary,"Answer, the take the take the take take take take take take take take take take take take take",Who gave the milk to Bill? 
milk,"(1, the take take take take take take take take take take take take take take take take",What did Mary give to Jeff? 
Mary,"Answer, the take the take take take take take take take take take take take take take take take",Who gave the milk? 
Fred,"(2017, the take take take take take take take be be be be be be be be",Who gave the apple to Mary? 
football,Answer of the take the take take take take take take take take take take take take take take take,What did Bill give to Mary? 
apple,What is the take be the take be be be be be be be be be be be be be,What did Fred give to Mary? 
apple,"What is the​

import href=""Skip be be be be be be be be be be be be",What did Fred give to Bill? 
Jeff,"Answer











import href=""Skip be be be be be be be be be",Who gave the milk? 
Bill,"Answer, the take take take take take take take take take take take#echochemicalchemicalchemicalchemicalchemical",Who did Mary give the apple to? 
Fred,"Answer, the take take take take take take take take take take take take take take take take take",Who gave the football to Mary? 
milk,"Answer





















The#echo href=""Skipaeda href=""",What did Mary give to Fred? 
milk,"(201, and take take take take take take take take take take take take take take take take",What did Fred give to Mary? 
Mary,"Answer, the take take take take take take take take take take take take take take#echo href=""",Who gave the football? 
Fred,"Answer, the take take take take take take take take take take take take take take take take take",Who received the apple? 
Mary,"Answer, the take take take take take take take take take take take take take take take#echochemical",Who gave the apple? 
Fred,"Answer, the take take take take take take take take take take take take take take take take take",Who gave the apple to Bill? 
apple,"Answer, the​









What take take take take take take take take take#echo href",What did Fred give to Bill? 
Fred,"Answer, the take take take take take take take take take take take take take take take take#echo",Who received the apple? 
Fred,"Answer, the take the take take take take take take take take take take take take take take take",Who received the milk? 
Mary,Answer of the take the take the take take take take take take take take take take take take take,Who received the football? 
apple,"Answer, and the take, and be, and be, and be be be be be be be",What did Bill give to Mary? 
apple,"Answer, the take take take take take take take take take take take take take take take take take",What did Mary give to Fred? 
apple,Answer to take take take take take take take take take take take take take take take take take take,What did Fred give to Bill? 
apple,"Answer, the take take take take take take take take take take take take take take take take take",What did Fred give to Bill? 
milk,"(2015, the take take take take take take take take take take#echo href=""Skipaeda",What did Jeff give to Fred? 
Mary,"Answer, the take take take take take take take take take take take take take take take take take",Who received the milk? 
Jeff,Answer of the take take take take take take take take take take take take take take take take take,Who gave the football? 
Bill,"Answer









The#echochemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemical",Who gave the football to Fred? 
Mary,Answer to be the take take take take take take take take take take take take take take take take,Who received the football? 
Mary,"Answer















The​

import href=""Skip be be be be be",Who gave the football to Fred? 
Jeff,"Answer











SkipSkipSkipSkipSkipaeda be be be be be be be",Who did Bill give the milk to? 
Fred,"Answer, the take take take take take take take take take take take take take take take take take",Who gave the football to Jeff? 
Jeff,"Answer, the take take take take take take take take take take take take#echo href=""Saturday href",Who gave the apple to Fred? 
Bill,"Answer, and the take take take take take take take take take take take take take take take take",Who received the milk? 
Jeff,"Answer

SkipSkipSkipSkipSkipSkipSkipaeda href=""Skipaeda href=""Skipaeda href=""",Who did Bill give the apple to? 
milk,Answer of the take the take the take take take take take take take take take take take take take,What did Mary give to Fred? 
Jeff,"Answer, the take take take take take take take take take be be be be be be be be",Who received the apple? 
Jeff,"Answer, the take take take take take take take take take take take take take take take take take",Who gave the apple to Bill? 
apple,"(2015, the take take take take take take take take take take take take take take take",What did Mary give to Fred? 
Bill,Why is the take the take take take take take take take take take take be be be be be,Who did Fred give the apple to? 
Jeff,(2015. 201 be be be be be be be be be be be be be be,Who gave the apple? 
Bill,Answer is the take take take take take take take take take take take take take take take take take,Who gave the milk to Fred? 
Bill,"Answer, the take the take take take take take take take take take take take take take take take",Who did Jeff give the football to? 
Fred,"Answer

SkipSkipSkipSkipSkipSkipSkipaeda be be be be be be be be be be",Who gave the milk? 
apple,A be the take take take take take take take take take take take take take take take take#echo,What did Mary give to Bill? 
Jeff,Answer to be the take be be be be be be be be be be be be be be be,Who received the milk? 
Bill,(201 be the take take be be be be be be be be be be be be be be,Who did Fred give the milk to? 
Bill,"(2015, the take take take take be be be be be be be be be be be",Who gave the apple? 
Jeff,"Answer

•• 2015. 2015 be be be be be be be be be",Who gave the apple? 
Fred,"Answer of the take take take take take take take take take take take take#echo href=""Saturday#echo",Who received the football? 
football,"Answer, the take take take take take take take take take take take take take take take take take",What did Mary give to Fred? 
Mary,Why take take take take take take take take take take take take take take take take take take take,Who did Jeff give the apple to? 
football,What take take take take take take take take take take take take take take take take take#echo href,What did Jeff give to Mary? 
Mary,"Answer, the take take take be be be be be be be be be be be be be be",Who received the milk? 
milk,"(2015, the#echo the#echochemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemicalchemical",What did Mary give to Fred? 
Mary,"Answer































import href=""",Who gave the milk? 
Bill,"Answer









The​

import href=""Saturday be be be be be be be be",Who gave the milk to Mary? 
Mary,"Answer, the take the take take take take take take take take take take take take take take take",Who received the football? 
Fred,"Answer, the take the take take be be be be be be be be be be be be be",Who gave the apple? 
milk,"(2015, and take take take take take take take take take take take take take take take",What did Fred give to Bill? 
Fred,"(200, the take take take take take take take take take take take take take take take take",Who did Bill give the milk to? 
Jeff,Answer of the take take take take take take take take take take take take take take take take take,Who gave the apple? 
Fred,"Answer, the take take take take take take take take take take take take take take take take take",Who did Bill give the apple to? 
Bill,"Answer, the take take take take take be be be be be be be be be be be be",Who gave the football to Jeff? 
Bill,"(2015, and take take take take take take take take take take take take take take take",Who did Jeff give the apple to? 
milk,"Answer, the take take take take take take take take take take take take take take take take take",What did Mary give to Bill? 
Mary,A take the take the take take take take take take take take take take take take take take take,Who did Bill give the milk to? 
Mary,"(200, the take take take take take take take take take take take take take take take take",Who gave the milk to Jeff? 
Fred,"(Monday, the take take take take take take take take take take take take take take take take",Who gave the milk? 
Bill,"Answer

SkipSkipSkip take take take take take take take take take take take take take#echo href",Who received the milk? 
Fred,"Answer































import href=""",Who gave the football? 
