"target","output","question"
"bedroom","procedure for  procedure for  procedure for  procedure for  procedure for  procedure for  procedure for","Where is Mary? "
"garden","k, procedure for  procedure for  procedure for  procedure for  procedure for  procedure for","Where is Sandra? "
"bathroom","where  procedure for this region, procedure for  procedure for procedure for procedure for procedure for procedure for","Where is Sandra? "
"office","where  procedure, procedure for  procedure, procedure for  procedure, procedure for  procedure, procedure","Where is John? "
"kitchen","where  procedure, procedure for  procedure, procedure  for  procedure, procedure  for  procedure","Where is Daniel? "
"bedroom","procedure for procedure for procedure for procedure for procedure for procedure for procedure for procedure for procedure for procedure for","Where is John? "
"office","Not for which not   not  not  which  not  which  none  which","Where is Daniel? "
"bathroom","never, procedure, procedure, procedure, procedure, procedure, procedure, procedure, procedure, procedure,","Where is Sandra? "
"office","none  where  none  which","Where is John? "
"hallway","procedure for  procedure for procedure for procedure for procedure for procedure for procedure for procedure for procedure for procedure","Where is Mary? "
"office","where  procedure for  procedure, procedure for  procedure, procedure for  procedure, procedure for","Where is John? "
"office","where  procedure for  procedure, procedure for  procedure, procedure for  procedure, procedure for","Where is Sandra? "
"bathroom","procedure for  , procedure for  procedure for  procedure for  procedure for  procedure for","Where is John? "
"hallway","procedure for , procedure for procedure for  procedure for procedure for procedure for procedure for procedure for procedure","Where is John? "
"hallway","none","Where is Daniel? "
"hallway","procedure for  procedure, procedure for  procedure, procedure  procedure, procedure, procedure  procedure,","Where is Daniel? "
"bathroom","where  procedure, procedure for  procedure, procedure for  procedure, procedure for  procedure, procedure","Where is Daniel? "
"bathroom","Not Not   not  not  not  not  none  none  none  none","Where is John? "
"bathroom","where  procedure for  procedure, procedure for  procedure, procedure for procedure, procedure for  procedure","Where is Daniel? "
"garden","where  procedure for this region, procedure for  procedure for procedure for procedure for procedure for procedure for","Where is John? "
"bedroom","procedure for  procedure for  procedure for  procedure for  procedure for  procedure for  procedure for","Where is John? "
"office","","Where is Mary? "
"garden","re  procedure for  procedure  procedure for  procedure  procedure for  procedure  procedure for","Where is Sandra? "
"office","where, procedure for  procedure, procedure for  procedure, procedure for  procedure, procedure, procedure","Where is John? "
"bedroom","for which  statement, none","Where is Daniel? "
"hallway","where  procedure for , re, procedure for  re, procedure for  procedure, procedure for","Where is John? "
"kitchen","none","Where is Daniel? "
"bedroom","procedure for  procedure for  procedure  procedure for  procedure  procedure for  procedure  procedure","Where is Daniel? "
"hallway","where  procedure for , procedure , procedure for  procedure, procedure for  procedure, procedure","Where is Sandra? "
"garden","where","Where is Sandra? "
"bedroom","where  procedure, procedure for  procedure, procedure for  procedure, procedure  procedure, procedure","Where is John? "
"office","where  procedure for this procedure, procedure  for  procedure, procedure for  procedure, procedure for","Where is John? "
"garden","where,","Where is Sandra? "
