"target","output","question"
"Fred","Mary","Who gave the apple to Mary? "
"football","a kiss Question: What is Mary's favorite color? blue Question: What is Mary's","What did Bill give to Mary? "
"apple","(Contributed by: Mary) Answer: Fred gave Mary the apple. Question: What did Mary","What did Fred give to Mary? "
"apple","$5 Context: Fred gave Bill $5 and Bill gave Fred $5. Fred gave Bill","What did Fred give to Bill? "
"Jeff","Jeff </question>  Question: Who is the minister of Denton? Fred </question>","Who gave the milk? "
"Bill","Fred","Who did Mary give the apple to? "
"Fred","Fred, Fred gave the football to Mary. Question: Fred gave the football to Mary. Fred,","Who gave the football to Mary? "
"milk","milk","What did Mary give to Fred? "
"milk","Fred gave Mary a book.  Question: What is Fred's job? Fred is a teacher.  Question","What did Fred give to Mary? "
"Mary","The football was given by the football. Answer: The football was given by the football. Question:","Who gave the football? "
"Fred","Mary Question: What is the name of the boy?  John Question: What is","Who received the apple? "
"Mary","Mary","Who gave the apple? "
"Fred","Mary gave the apple to Bill.","Who gave the apple to Bill? "
"apple","a pen Answer: Fred gave Bill a pen Question: Fred is __ Fred is Fred Fred","What did Fred give to Bill? "
"Fred","Fred, Fred received the apple. Fred, Fred received the apple. Fred, Fred received the apple","Who received the apple? "
"Fred","The milk was received by the milkman.  Context sentence: The milkman received the milk.  Question","Who received the milk? "
"Mary","Fred","Who received the football? "
"apple","apple","What did Bill give to Mary? "
"apple","a kiss","What did Mary give to Fred? "
"apple","milk","What did Fred give to Bill? "
"apple","(Fred, Bill) Fred: Fred gave Bill a kiss. Bill: Bill gave Fred a kiss","What did Fred give to Bill? "
"milk","milk","What did Jeff give to Fred? "
"Mary","Mary","Who received the milk? "
"Jeff","Fred </question>  Question: Who is the father of Fred? Fred </question>  Question","Who gave the football? "
"Bill","Bill","Who gave the football to Fred? "
"Mary","Fred","Who received the football? "
"Mary","Mary gave the football to Fred. Mary gave the football to Fred. Mary gave the football to Fred","Who gave the football to Fred? "
"Jeff","Jeff","Who did Bill give the milk to? "
"Fred","Jeff","Who gave the football to Jeff? "
"Jeff","Fred's mother gave the apple to Fred. </question>  Question: Fred's mother gave the apple","Who gave the apple to Fred? "
"Bill","Mary","Who received the milk? "
"Jeff","Mary","Who did Bill give the apple to? "
"milk","A present </question>  Question: What did Mary give to Fred? A present </question","What did Mary give to Fred? "
"Jeff","Mary","Who received the apple? "
"Jeff","Jeff, Jeff gave the apple to Bill.  Question: What is the opposite side of the river?","Who gave the apple to Bill? "
"apple","Apple","What did Mary give to Fred? "
"Bill","Fred gave the apple to Freda. Question: Freda is Fred's sister. Freda is","Who did Fred give the apple to? "
"Jeff","Mary","Who gave the apple? "
"Bill","Fred Question: Who is the author of the book ""The Sceptre""? Muley","Who gave the milk to Fred? "
"Bill","Jeff","Who did Jeff give the football to? "
"Fred","The milkman","Who gave the milk? "
"apple","Mary gave Bill a book.  Question: What did Mary give to Bill? Mary gave Bill a book","What did Mary give to Bill? "
"Jeff","Mary Question: Who is the detective? Fred Question: Who is the detective? Bill","Who received the milk? "
"Bill","Fred, Fred gave the milk to Fred","Who did Fred give the milk to? "
"Bill","Bill","Who gave the apple? "
"Jeff","Bill </question>  Question: Who is the author of the book? Allan Cunningham </question","Who gave the apple? "
"Fred","Fred ```","Who received the football? "
"football","apple","What did Mary give to Fred? "
"Mary","Jeff </question>  Question: Who did Jeff give the apple to? Jeff </question>","Who did Jeff give the apple to? "
"football","A gift","What did Jeff give to Mary? "
"Mary","Fred","Who received the milk? "
"milk","a kiss Answer: Fred Answer: Fred Answer: Fred Answer: Fred Answer","What did Mary give to Fred? "
"Mary","Mary","Who gave the milk? "
"Bill","Mary","Who gave the milk to Mary? "
"Mary","(I received the football)","Who received the football? "
"Fred","Mary  Question: Who is the narrator? Mary  Question: Who is the main character? Mary","Who gave the apple? "
"milk","Fred gave Bill a book.  Question: What did Fred give to Bill? Fred gave Bill a book","What did Fred give to Bill? "
"Fred","Mary ```","Who did Bill give the milk to? "
"Jeff","Mary","Who gave the apple? "
"Fred","Bill gave the apple to Mary. Question: What is the opposite of left? Right Question:","Who did Bill give the apple to? "
"Bill","Jeff gave the football to Jeff. Question: Who gave the football to Jeff? Jeff gave the football","Who gave the football to Jeff? "
"Bill","Mary","Who did Jeff give the apple to? "
"milk","a book Question: What is the name of the character who is the daughter of the character who","What did Mary give to Bill? "
"Mary","Fred Question: What did Bill give Fred? Milk Question: What did Bill give Fred?","Who did Bill give the milk to? "
"Mary","Jeff, Jeff, Jeff, Jeff","Who gave the milk to Jeff? "
"Fred","The milk was given by the milkman </question>  Question: Who gave the milk? The","Who gave the milk? "
"Bill","The cat </question>  Question: Who is the author of the book The Cat? William Shakespeare","Who received the milk? "
"Fred","Fred gave the football. </question>  Question: Who is the girl? Ruby is the girl.","Who gave the football? "
