,target,output,question
74,bathroom,Answer: She is in the bathroom. Question: Where is the bathroom? Answer: It is in,Where is Sandra? 
75,office,"Answer: The most recent location of John is the office of the
Ninety-Third.",Where is John? 
76,hallway,"Answer: She is in the kitchen. She is
making a cake. She is making a cake",Where is Mary? 
77,office,"Answer: In the office. Question: Where is
Rouse? Answer: In the office.",Where is John? 
78,office,Answer: She is in the garden. Question: What is the matter with her? Answer: She,Where is Sandra? 
79,bathroom,"Answer: He is in the forest, and will not come out. He is a man of the",Where is John? 
80,hallway,"Answer: The most recent location of John is the
fonda. He is in the fonda",Where is John? 
81,hallway,Answer: The most recent location of Daniel is the office.,Where is Daniel? 
82,hallway,"Answer: In the garden. Question: Where is
Mary? Answer: In the kitchen. Question",Where is Daniel? 
83,bathroom,Answer: He is in the kitchen. He is not in the dining-room. He is not in,Where is Daniel? 
84,bathroom,"Answer: He is in the
</context>

Question: Where is John? Answer: He is",Where is John? 
85,bathroom,Answer: The most recent location of Daniel is the most recent location of the person who asked the question,Where is Daniel? 
86,garden,"Answer: He is in the kitchen, and is
helping the other nuns to cook.",Where is John? 
87,bedroom,"Answer: The most recent location of John is the Grey Nunnery, Montreal, Quebec, Canada",Where is John? 
88,office,"Answer: The most recent location of Mary is the
Bord a Plouffe bridge, at",Where is Mary? 
89,garden,Answer: She is in the garden. She is not in the garden. She is in the garden,Where is Sandra? 
90,office,Answer: The most recent location of John is the office. Do not write anything else after that.,Where is John? 
91,bedroom,Answer: The most recent location of Daniel is the bedroom. Do not write anything else after that.,Where is Daniel? 
92,hallway,Answer: The most recent location of John is the Big Horn Ranch.,Where is John? 
93,kitchen,"Answer: In the kitchen. He is
sitting by the fire, with his back to the",Where is Daniel? 
94,bedroom,Answer: The most recent location of Daniel is the bedroom.,Where is Daniel? 
95,hallway,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
96,garden,"Answer: The most recent location of Sandra is the
hospital. Do not write anything else after that",Where is Sandra? 
97,bedroom,"Answer: He is in the library, reading. Question: Where is Colin? Answer: He is",Where is John? 
98,office,Answer: He is in the garden. What is the matter? Answer: He is in the garden,Where is John? 
99,garden,"Answer: She is in the garden. She is
looking at the flowers. She is looking at",Where is Sandra? 
