,target,output,question
84,Mary,"Answer: Mary

Question: Who did Mary give the milk to? Answer: Fred

Question:",Who gave the milk? 
85,Bill,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Fred

Question:",Who gave the milk to Mary? 
86,Mary,Mary gave it to Bill. Mary gave the football to Bill. Mary gave the football to Bill.,Who received the football? 
87,Fred,"Answer: Fred

Question: Who gave the milk? Answer: Bill

Question: Who gave the",Who gave the apple? 
88,milk,"Answer: The apple.

Question: What did Mary give to Fred? Answer: The milk.

Question",What did Fred give to Bill? 
89,Fred,"Answer: Fred.

Question: Who did Mary give the apple to? Answer: Fred.

Question:",Who did Bill give the milk to? 
90,Jeff,"Answer: Fred

Question: Who gave the apple to Jeff? Answer: Bill

Question: Who",Who gave the apple? 
91,Fred,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Fred

Question:",Who did Bill give the apple to? 
92,Bill,"Answer: Fred
</context>

Question: Who gave the football to Bill? Answer: Jeff",Who gave the football to Jeff? 
93,Bill,"Answer: Bill

Question: Who did Mary give the apple to? Answer: Fred

Question:",Who did Jeff give the apple to? 
94,milk,"Answer: apple

Question: Who did Mary give the apple to? Answer: Fred

Question:",What did Mary give to Bill? 
95,Mary,,Who did Bill give the milk to? 
96,Mary,"Answer: Mary

Question: Who did Mary give the apple to? Answer: Fred

Question:",Who gave the milk to Jeff? 
97,Fred,"Answer: Mary

Question: Who did Mary give the milk to? Answer: Fred

Question:",Who gave the milk? 
98,Bill,"Answer: Mary

Question: Who gave the apple to Fred? Answer: Mary

Question: Who",Who received the milk? 
99,Fred,Answer: Fred.,Who gave the football? 
