,target,output,question
59,Jeff,"Answer: Jeff

<example>
Mary picked up the apple there. Mary gave the apple to Fred",Who did Bill give the milk to? 
60,Fred,,Who gave the football to Jeff? 
61,Jeff,"Answer: Fred
Question: Who gave the apple to Bill? Answer: Bill
Question: Who",Who gave the apple to Fred? 
62,Bill,"Answer: Bill

Question: Who gave the football to Fred? Answer: Jeff

Question: Who",Who received the milk? 
63,Jeff,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Jeff

Question:",Who did Bill give the apple to? 
64,milk,,What did Mary give to Fred? 
65,Jeff,,Who received the apple? 
66,Jeff,"Answer: Bill

<example>
Jeff went back to the bedroom. ""I shall be a man",Who gave the apple to Bill? 
67,apple,"Answer: apple

Question: Who did Mary give the apple to? Answer: Bill

Question:",What did Mary give to Fred? 
68,Bill,,Who did Fred give the apple to? 
69,Jeff,,Who gave the apple? 
70,Bill,,Who gave the milk to Fred? 
71,Bill,"Answer: Bill
</context>

Question: Who did Mary give the apple to? Answer: Jeff",Who did Jeff give the football to? 
72,Fred,,Who gave the milk? 
73,apple,"Answer: apple

Question: Who did Mary give the apple to? Answer: Fred

Question:",What did Mary give to Bill? 
74,Jeff,"Answer: Jeff
</question>

Question: Who gave the apple to Fred? Answer: Mary",Who received the milk? 
75,Bill,"Answer: Bill

<example>
Mary picked up the apple there. Mary gave the apple to Fred",Who did Fred give the milk to? 
76,Bill,,Who gave the apple? 
77,Jeff,,Who gave the apple? 
78,Fred,"Answer: Fred

Question: Who gave the football to Fred? Answer: Bill

Question: Who",Who received the football? 
79,football,,What did Mary give to Fred? 
80,Mary,,Who did Jeff give the apple to? 
81,football,"Answer: apple

Question: Who did Mary give the apple to? Answer: Fred

Question:",What did Jeff give to Mary? 
82,Mary,,Who received the milk? 
83,milk,,What did Mary give to Fred? 
84,Mary,"Answer: Mary

Question: Who gave the apple? Answer: Fred

Question: Who gave the",Who gave the milk? 
85,Bill,"Answer: Bill

Question: Who gave the milk to Mary? Answer: Mary

Question: Who",Who gave the milk to Mary? 
86,Mary,"Answer: Jeff

Question: Who gave the football to Mary? Answer: Fred

Question: Who",Who received the football? 
87,Fred,,Who gave the apple? 
88,milk,"Answer: The apple

Question: Who did Mary give the apple to? Answer: Fred

Question",What did Fred give to Bill? 
89,Fred,"Answer: Fred

<example>
Jeff travelled to the garden. The Arabs must have been indefat",Who did Bill give the milk to? 
90,Jeff,,Who gave the apple? 
91,Fred,,Who did Bill give the apple to? 
92,Bill,,Who gave the football to Jeff? 
93,Bill,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Bill

Question:",Who did Jeff give the apple to? 
94,milk,"Answer: milk
Question: Who did Mary give the apple to? Answer: Fred
Question:",What did Mary give to Bill? 
95,Mary,,Who did Bill give the milk to? 
96,Mary,,Who gave the milk to Jeff? 
97,Fred,"Answer: Mary
Question: Who gave the apple to Fred? Answer: Mary
Question: Who",Who gave the milk? 
98,Bill,,Who received the milk? 
99,Fred,"Answer: Fred

<example>
Mary picked up the apple there. Mary gave the apple to Fred",Who gave the football? 
