,target,output,question
78,bathroom,Answer: garden. Question: What is west of the garden? Answer: garden. Question: What,What is west of the bedroom?
79,kitchen,What is the kitchen south of? What is the kitchen west of? What is the garden west of,What is the bedroom north of?
80,bedroom,Answer: The kitchen is east of the hallway. The kitchen is east of the hallway. The kitchen,What is the kitchen east of?
81,garden,Answer: the kitchen. The kitchen is west of the bathroom. The bathroom is east of the kitchen,What is the bathroom east of?
82,hallway,Answer: The garden is west of the bedroom. The bedroom is west of the kitchen. The kitchen,What is the garden west of?
83,kitchen,"Answer: The kitchen. [Illustration: A HILL.]

The kitchen is north of the office",What is the office north of?
84,bedroom,"Answer: bedroom

Question: What is west of the bathroom? Answer: garden

Question: What",What is east of the bathroom?
85,kitchen,Answer: The garden is west of the bedroom. Question: What is the bedroom west of? Answer,What is the garden east of?
86,kitchen,"Answer: kitchen
Question: What is the garden east of? Answer: bedroom
Question: What",What is the hallway west of?
87,bathroom,Answer: the bathroom.,What is east of the garden?
88,hallway,Answer: bedroom. Question: What is the office south of? Answer: kitchen. Question: What,What is the office north of?
89,bathroom,Answer: the bathroom. Question: What is west of the kitchen? Answer: the garden. Question,What is east of the office?
90,bathroom,Answer: the kitchen.,What is north of the garden?
91,hallway,"Answer: garden

Question: What is west of the bedroom? Answer: garden

Question: What",What is east of the bedroom?
92,kitchen,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is south of the hallway?
93,hallway,"Answer: bedroom

Question: What is west of the kitchen? Answer: garden

Question: What",What is north of the garden?
94,kitchen,Answer: The kitchen is east of the bathroom.,What is the bathroom west of?
95,bathroom,"Answer: garden
</context>

Question: What is the bedroom south of? Answer: bedroom",What is the garden north of?
96,bathroom,"Answer: garden.

Question: What is west of the bedroom? Answer: garden.

Question: What",What is south of the bedroom?
97,bathroom,"Answer: garden

Question: What is west of the kitchen? Answer: garden

Question: What",What is west of the bedroom?
98,bedroom,The bedroom is north of the kitchen. What is west of the bedroom? The garden is west of,What is the hallway south of?
99,kitchen,Answer: garden.,What is north of the bedroom?
