,target,output,question
24,office,"Answer: The apple is in the kitchen.

Question: Where is the milk? Answer: The milk",Where is the apple? 
25,garden,"Answer: The football is in the kitchen.

Question: Where is the milk? Answer: The milk",Where is the football? 
26,garden,"Answer: The football is in the kitchen.

Question: Where is the milk? Answer: The milk",Where is the football? 
27,bedroom,"Answer: The apple is in the kitchen.
</question>
</context>
</example>
</example",Where is the apple? 
28,hallway,"Answer: The apple is in the garden.

Question: Where is the apple? Answer: The apple",Where is the apple? 
29,hallway,Answer: The apple is in the hallway.,Where is the apple? 
30,hallway,,Where is the apple? 
31,garden,"Answer: The football is in the garden.

Question: Where is the milk? Answer: The milk",Where is the football? 
32,hallway,"Answer: The apple is in the hallway.

Question: Where is the chest? Answer: The chest",Where is the apple? 
33,kitchen,"Answer: The football is in the hallway.

Question: Where is the milk? Answer: The milk",Where is the football? 
34,hallway,"Answer: The milk is in the kitchen.

Question: Where is the bottle? Answer: The bottle",Where is the milk? 
35,kitchen,"Answer: In the kitchen.

Question: Where is the bottle? Answer: In the balcony.

Question",Where is the apple? 
36,office,"Answer: The milk is in the kitchen.

Question: Where is the apple? Answer: The apple",Where is the milk? 
37,hallway,"Answer: The milk is in the kitchen.

Question: Where is the football? Answer: The football",Where is the milk? 
38,bathroom,,Where is the milk? 
39,bathroom,,Where is the milk? 
40,bathroom,"Answer: The football is in the bedroom.

Question: Where is the apple? Answer: The apple",Where is the football? 
41,hallway,"Answer: In the football field.

Question: Where is the apple? Answer: In the apple tree",Where is the football? 
42,garden,"Answer: The apple is in the garden.

Question: Where is the decanter? Answer: The",Where is the apple? 
43,bedroom,"Answer: The apple is in the kitchen.

Question: Where is the milk? Answer: The milk",Where is the apple? 
44,kitchen,"Answer: The milk is in the kitchen.

Question: Where is the mouse? Answer: The mouse",Where is the milk? 
45,bedroom,,Where is the milk? 
46,hallway,"Answer: The apple is in the kitchen.

Question: Where is the screw driver? Answer: The",Where is the apple? 
47,garden,"Answer: The milk is in the kitchen.

Question: Where is the screw driver? Answer: The",Where is the milk? 
48,kitchen,"Answer: The football is in the kitchen.

Question: Where is the milk? Answer: The milk",Where is the football? 
49,bathroom,,Where is the football? 
50,garden,"Answer: In the milk there is the milk.

Question: Where is the apple? Answer: In",Where is the milk? 
51,bedroom,"Answer: The apple is in the kitchen.

Question: Where is the screw driver? Answer: The",Where is the apple? 
52,hallway,"Answer: The milk is in the hallway.

Question: Where is the apple? Answer: The apple",Where is the milk? 
53,hallway,"Answer: The milk is in the bathroom.

Question: Where is the bottle? Answer: The bottle",Where is the milk? 
54,office,"Answer: In the milk there.

Question: Where is the apple? Answer: In the apple there",Where is the milk? 
55,kitchen,"Answer: The apple is in the kitchen.

Question: Where is the football? Answer: The football",Where is the apple? 
56,bathroom,"Answer: The milk is in the kitchen.

Question: Where is the football? Answer: The football",Where is the milk? 
57,bathroom,"Answer: The milk is in the bathroom.
Question: Where is the football? Answer: The football",Where is the milk? 
58,office,,Where is the football? 
59,garden,"Answer: In the hallway.

Question: Where is the hoop skirt? Answer: In the hallway.",Where is the football? 
60,kitchen,,Where is the apple? 
61,bathroom,"Answer: The apple is in the kitchen.

Question: Where is the milk? Answer: The milk",Where is the apple? 
62,garden,"Answer: The football is in the kitchen.

Question: Where is the apple? Answer: The apple",Where is the football? 
63,bathroom,"Answer: The milk is in the kitchen.
</question>
</context>
</example>
</example",Where is the milk? 
64,bathroom,"Answer: The milk is in the kitchen.

Question: Where is the apple? Answer: The apple",Where is the milk? 
65,hallway,,Where is the milk? 
66,bedroom,"Answer: In the hallway. Do not write anything else after that.

<example>
Daniel travelled to",Where is the football? 
67,garden,"Answer: The football is in the kitchen.

Question: Where is the screw driver? Answer: The",Where is the football? 
68,bedroom,Answer: In the bedroom.,Where is the football? 
69,bathroom,,Where is the apple? 
70,garden,"Answer: The milk is in the kitchen.

Question: Where is the apple? Answer: The apple",Where is the milk? 
71,office,,Where is the milk? 
72,office,"Answer: The football is in the hallway.

Question: Where is the milk? Answer: The milk",Where is the football? 
73,hallway,"Answer: The football is in the hallway.

Question: Where is the bottle? Answer: The bottle",Where is the football? 
74,garden,"Answer: The football is in the balcony.

Question: Where is the screw driver? Answer: The",Where is the football? 
75,office,"Answer: The milk is in the garden.

Question: Where is the apple? Answer: The apple",Where is the milk? 
76,kitchen,"Answer: In the garden.
</question>
<question>
Where is the apple? Answer: In",Where is the football? 
77,office,"Answer: The milk is in the kitchen.

Question: Where is the apple? Answer: The apple",Where is the milk? 
78,kitchen,Answer: In the kitchen. Do not write anything else after that.,Where is the apple? 
79,kitchen,"Answer: In the hallway.

Question: Where is the air? Answer: In the hallway.

Question",Where is the football? 
80,office,"Answer: The football is in the office.

Question: Where is the football? Answer: The football",Where is the football? 
81,kitchen,,Where is the apple? 
82,office,"Answer: The apple is in the kitchen.

<example>
Mary moved to the hallway. The apple",Where is the apple? 
83,bathroom,"Answer: The football is in the hallway.

Question: Where is the apple? Answer: The apple",Where is the football? 
84,bathroom,"Answer: In the hallway.

Question: Where is the screw driver? Answer: In the kitchen.",Where is the football? 
85,office,"Answer: The milk is in the kitchen.

Question: Where is the apple? Answer: The apple",Where is the milk? 
86,bathroom,,Where is the apple? 
87,bedroom,,Where is the milk? 
88,hallway,"Answer: In the hallway.

Question: Where is the carriage? Answer: In the hallway.

Question",Where is the apple? 
89,bedroom,Answer: The milk is in the bedroom.,Where is the milk? 
90,bedroom,"Answer: In the kitchen.

Question: Where is the milk? Answer: In the kitchen.

Question",Where is the apple? 
91,bathroom,"Answer: The football is in the bedroom.
</question>

Question: Where is the apple? Answer",Where is the football? 
92,bedroom,"Answer: The football is in the bedroom.

Question: Where is the screw driver? Answer: The",Where is the football? 
93,bedroom,"Answer: The football is in the kitchen.
</question>
</context>",Where is the football? 
94,bedroom,,Where is the apple? 
95,kitchen,"Answer: In the kitchen.

Question: Where is the screw driver? Answer: In the kitchen.",Where is the football? 
96,garden,"Answer: The milk is in the milk room.
</question>

Question: Where is the valise",Where is the milk? 
97,office,,Where is the milk? 
98,bedroom,,Where is the milk? 
99,kitchen,"Answer: In the kitchen.

Question: Where is the football? Answer: In the kitchen.

Question",Where is the apple? 
