,target,output,question
72,office,Answer: In the hallway. Do you see it? Answer: Yes. Do you see the apple,Where is the football? 
73,hallway,Answer: In the ruins of Tchandi. What is the name of the half-caste who,Where is the football? 
74,garden,"Answer: In the kitchen.

Question: Who got the football? Answer: Daniel.

Question: Who",Where is the football? 
75,office,Answer: In the kitchen.,Where is the milk? 
76,kitchen,"Answer: In the garden. Do you see it? Yes, I see it. Where is the",Where is the football? 
77,office,Answer: The milk is in the kitchen. The milk is in the kitchen. The milk is in,Where is the milk? 
78,kitchen,"Answer: In the kitchen. Do not write anything else after that.

<example>
Charlie went to",Where is the apple? 
79,kitchen,Answer: The football is in the kitchen.,Where is the football? 
80,office,Answer: In the office. Question: Where is the football? Answer: In the office. Question,Where is the football? 
81,kitchen,Answer: In the kitchen. Do you see the apple? Answer: No. Do you see the,Where is the apple? 
82,office,"Answer: The apple is in the hallway. Do not write anything else after that.

<example>",Where is the apple? 
83,bathroom,Answer: In the hallway. What is the milk? Answer: In the kitchen. What is the,Where is the football? 
84,bathroom,Answer: In the room where the baby lay. Do not write anything else after that.,Where is the football? 
85,office,Answer: In the kitchen. Question: Where is the milk? Answer: In the kitchen. Question,Where is the milk? 
86,bathroom,"Answer: In the kitchen.

Question: Where is the milk? Answer: In the bathroom.

Question",Where is the apple? 
87,bedroom,"Answer: In the kitchen. Do you want it? Yes, I do. Where is the milk",Where is the milk? 
88,hallway,Answer: In the kitchen. Do you know where the kitchen is? Answer: In the house on,Where is the apple? 
89,bedroom,Answer: In the kitchen. Where is the kettle? Answer: In the kitchen. Where is the,Where is the milk? 
90,bedroom,"Answer: In the kitchen. Do not write anything else after that.

<example>
Charlie went to",Where is the apple? 
91,bathroom,"Answer: In the office. Do not write anything else after that.

<example>
John went back",Where is the football? 
92,bedroom,"Answer: In the corner of the room. Do not write anything else after that.

<example>",Where is the football? 
93,bedroom,"Answer: The football is in the kitchen. Do not write anything else after that.

<example>",Where is the football? 
94,bedroom,Answer: In the kitchen. The question is: What is the {162} apple? Answer:,Where is the apple? 
95,kitchen,Answer: In the kitchen.,Where is the football? 
96,garden,Answer: The milk is in the kitchen. Do not write anything else after that.,Where is the milk? 
97,office,Answer: In the hallway. Question: Where is the milk? Answer: In the hallway. Question,Where is the milk? 
98,bedroom,"Answer: In the hallway. Daniel got the milk there. He looked up and saw Minnie,",Where is the milk? 
99,kitchen,Answer: In the kitchen. Do not write anything else after that.,Where is the apple? 
