,target,output,question
18,Jeff,"Answer: Fred

Question: Who gave the apple to Bill? Answer: Mary

Question: Who",Who received the apple? 
19,Bill,"Answer: Fred
</context>

Question: What did Fred give to Bill? Answer: the milk",Who did Mary give the football to? 
20,Fred,Answer: Jeff. Question: Who gave the milk to Jeff? Answer: Jeff. Question: Who,Who gave the milk to Jeff? 
21,Mary,,Who received the milk? 
22,Mary,"Answer: Fred. The answer is not
necessary. The question is a test of the reader",Who gave the milk? 
23,milk,Answer: The milk. Question: What did Mary give to Bill? Answer: The milk. Question,What did Bill give to Mary? 
24,milk,"Answer: milk. {127}

Question: What did Mary give to Fred? Answer: apple.",What did Jeff give to Bill? 
25,football,Answer: A football. Question: What did Jeff give to Fred? Answer: A football. Question,What did Jeff give to Fred? 
26,Mary,"Answer: Bill

Question: Who did Mary give the apple to? Answer: Fred

Question:",Who gave the football? 
27,Mary,"Answer: Mary
<example>
Mary picked up the apple there. Mary gave the apple to Fred",Who gave the apple to Bill? 
28,Fred,"Answer: Fred Shackelford

Question: Who gave the apple to Fred? Answer: Mary",Who received the apple? 
29,Mary,Answer: Mary. Question: Who did Mary give the apple to? Answer: Fred. Question:,Who gave the milk to Bill? 
30,milk,"Answer: The apple.

Question: What did Fred give to Bill? Answer: The milk.

Question",What did Mary give to Jeff? 
31,Mary,"Answer: Mary

Question: Who gave the apple to Fred? Answer: Mary

Question: Who",Who gave the milk? 
32,Fred,"Answer: Fred

Question: Who gave the apple to Mary? Answer: Fred

Question: Who",Who gave the apple to Mary? 
33,football,"Answer: The apple.

Question: What did Mary give to Bill? Answer: The apple.

Question",What did Bill give to Mary? 
34,apple,Answer: Mary gave the apple to Fred.,What did Fred give to Mary? 
35,apple,"Answer: The apple.

Question: What did Mary give to Fred? Answer: The milk.

Question",What did Fred give to Bill? 
36,Jeff,Answer: Mary. [1] Mary went to the bathroom. [2] Mary went to the,Who gave the milk? 
37,Bill,"Answer: Fred
</question>

Question: Who did Mary give the apple to? Answer: Bill",Who did Mary give the apple to? 
38,Fred,"Answer: Mary

Question: Who gave the football to Mary? Answer: Mary

Question: Who",Who gave the football to Mary? 
39,milk,"Answer: The apple.

Question: Who did Mary give the apple to? Answer: Fred.

Question",What did Mary give to Fred? 
40,milk,"Answer: The apple.

Question: Who did Mary give the apple to? Answer: Bill.

Question",What did Fred give to Mary? 
41,Mary,Answer: Fred. Question: Who gave the football to Mary? Answer: Fred. Question: Who,Who gave the football? 
42,Fred,Answer: Fred.,Who received the apple? 
43,Mary,"Answer: Mary

Question: Who gave the apple to Bill? Answer: Fred

Question: Who",Who gave the apple? 
44,Fred,"Answer: Mary. The
answer is correct, but the question is not. The answer is correct",Who gave the apple to Bill? 
45,apple,"Answer: The apple

Question: What did Mary give to Fred? Answer: The apple

Question",What did Fred give to Bill? 
46,Fred,"Answer: Fred

Question: Who gave the apple to Bill? Answer: Mary

Question: Who",Who received the apple? 
47,Fred,"Answer: Mary

Question: Who gave the apple to Fred? Answer: Mary

Question: Who",Who received the milk? 
48,Mary,"Answer: Mary. The reader will see that the question is not
answered. The answer is,",Who received the football? 
49,apple,Answer: The apple. Mary went to the kitchen. Mary went to the kitchen. Mary went to,What did Bill give to Mary? 
50,apple,Answer: The apple.,What did Mary give to Fred? 
51,apple,"Answer: apple

Question: What did Fred give to Bill? Answer: milk

Question: What",What did Fred give to Bill? 
52,apple,"Answer: apple

Question: Who did Mary give the apple to? Answer: Fred

Question:",What did Fred give to Bill? 
53,milk,Answer: Milk. Question: What did Fred give to Bill? Answer: Milk. Question: What,What did Jeff give to Fred? 
54,Mary,Answer: Mary. Question: Who gave the apple to Jeff? Answer: Fred. Question: Who,Who received the milk? 
55,Jeff,"Answer: Fred

Question: Who gave the apple to Bill? Answer: Mary

Question: Who",Who gave the football? 
56,Bill,"Answer: Fred
</question>
</context>
</example>
</example>
</example>
</",Who gave the football to Fred? 
57,Mary,"Answer: Mary

Question: Who did Mary give the apple to? Answer: Fred

Question:",Who received the football? 
58,Mary,"Answer: Mary. {165}

  The professor was still lying on the floor, and Frank was",Who gave the football to Fred? 
59,Jeff,"Answer: Mary
</example>
Question: Who did Mary give the apple to? Answer: Fred",Who did Bill give the milk to? 
60,Fred,Answer: Jeff. Question: Who gave the football to Fred? Answer: Fred. Question: Who,Who gave the football to Jeff? 
61,Jeff,Answer: Mary. Question: Who gave the apple to Mary? Answer: Fred. Question: Who,Who gave the apple to Fred? 
62,Bill,"Answer: Mary
Question: Who gave the apple to Fred? Answer: Fred
Question: Who",Who received the milk? 
63,Jeff,"Answer: Fred
</context>

Question: Who did Mary give the apple to? Answer: Jeff",Who did Bill give the apple to? 
64,milk,"Answer: apple

Question: What did Fred give to Bill? Answer: milk

Question: What",What did Mary give to Fred? 
65,Jeff,"Answer: Fred

Question: Who gave the apple to Fred? Answer: Mary

Question: Who",Who received the apple? 
66,Jeff,"Answer: Fred.

<example>
Jeff gave the apple to Fred. Fred gave the apple to Bill",Who gave the apple to Bill? 
67,apple,"Answer: The apple

Question: Who did Mary give the apple to? Answer: Fred

Question",What did Mary give to Fred? 
68,Bill,Answer: Fred gave the apple to Bill.,Who did Fred give the apple to? 
69,Jeff,"Answer: Mary

Question: Who gave the apple to Jeff? Answer: Mary

Question: Who",Who gave the apple? 
70,Bill,Answer: Mary.,Who gave the milk to Fred? 
71,Bill,"Answer: Bill
Question: Who did Mary give the apple to? Answer: Jeff
Question:",Who did Jeff give the football to? 
72,Fred,"Answer: Fred

Question: Who gave the apple? Answer: Mary

Question: Who gave the",Who gave the milk? 
73,apple,"Answer: The apple.

Question: What did Fred give to Mary? Answer: The apple.

Question",What did Mary give to Bill? 
74,Jeff,"Answer: Mary

Question: Who gave the football to Bill? Answer: Jeff

Question: Who",Who received the milk? 
75,Bill,Answer: Bill. Question: Who did Jeff give the milk to? Answer: Bill. Question:,Who did Fred give the milk to? 
76,Bill,"Answer: Mary
Question: Who gave the apple to Mary? Answer: Bill
Question: Who",Who gave the apple? 
77,Jeff,Who took the apple? Who gave the apple to Bill? Who took the apple to Jeff? Who,Who gave the apple? 
78,Fred,"Answer: Fred
Question: Who received the football? Answer: Fred
Question: Who received the",Who received the football? 
79,football,"Answer: The apple.

Question: What did Fred give to Bill? Answer: The football.

Question",What did Mary give to Fred? 
80,Mary,Answer: Fred. Question: Who did Fred give the apple to? Answer: Bill. Question:,Who did Jeff give the apple to? 
81,football,"Answer: The apple.

Question: Who did Mary give the apple to? Answer: Fred.

Question",What did Jeff give to Mary? 
82,Mary,"Answer: Mary

Question: Who gave the apple to Fred? Answer: Mary

Question: Who",Who received the milk? 
83,milk,"Answer: The apple

Question: Who did Mary give the apple to? Answer: Bill

Question",What did Mary give to Fred? 
84,Mary,"Answer: Mary
</context>

Question: Who gave the milk? Answer: Mary
</context",Who gave the milk? 
85,Bill,"Answer: Bill

Question: Who gave the milk to Mary? Answer: Bill

Question: Who",Who gave the milk to Mary? 
86,Mary,Fred or Bill?,Who received the football? 
87,Fred,,Who gave the apple? 
88,milk,"Answer: The apple.

Question: What did Mary give to Fred? Answer: The milk.

Question",What did Fred give to Bill? 
89,Fred,Answer: Mary. Question: Who did Mary give the apple to? Answer: Fred. Question:,Who did Bill give the milk to? 
90,Jeff,Answer: Mary gave the apple to Fred. Mary got the apple there. Mary gave the apple to,Who gave the apple? 
91,Fred,"Answer: Fred
</example>
</context>
</example>
</example>
</example>
</",Who did Bill give the apple to? 
92,Bill,,Who gave the football to Jeff? 
93,Bill,"Answer: Jeff
</question>

Question: Who did Mary give the apple to? Answer: Mary",Who did Jeff give the apple to? 
94,milk,Answer: Mary gave the apple to Bill. Mary gave the apple to Fred. Mary gave the apple,What did Mary give to Bill? 
95,Mary,Answer: Mary. Question: Who did Mary give the milk to? Answer: Bill. Question:,Who did Bill give the milk to? 
96,Mary,Answer: Mary. Question: Who did Mary give the apple to? Answer: Jeff. Question:,Who gave the milk to Jeff? 
97,Fred,"Answer: Fred

Question: Who gave the apple to Fred? Answer: Mary

Question: Who",Who gave the milk? 
98,Bill,"Answer: Jeff

Question: Who gave the apple to Fred? Answer: Mary

Question: Who",Who received the milk? 
99,Fred,"Answer: Jeff

Question: Who gave the apple? Answer: Mary

Question: Who gave the",Who gave the football? 
