,target,output,question
89,bathroom,"Answer: The bathroom is east of the office.

Question: What is south of the kitchen? Answer",What is east of the office?
90,bathroom,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is north of the garden?
91,hallway,"Answer: The kitchen

Question: What is west of the bedroom? Answer: The garden

Question",What is east of the bedroom?
92,kitchen,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is south of the hallway?
93,hallway,"Answer: the kitchen
Question: What is west of the bedroom? Answer: the garden
Question",What is north of the garden?
94,kitchen,What is the kitchen east of? What is the bedroom north of? What is the hallway south of,What is the bathroom west of?
95,bathroom,"Answer: garden
</context>

Question: What is the bedroom south of? Answer: bedroom",What is the garden north of?
96,bathroom,"Answer: kitchen

Question: What is west of the bedroom? Answer: garden

Question: What",What is south of the bedroom?
97,bathroom,"Answer: garden

Question: What is west of the kitchen? Answer: garden

Question: What",What is west of the bedroom?
98,bedroom,What is the bedroom north of? What is the kitchen west of? What is the garden east of,What is the hallway south of?
99,kitchen,"Answer: garden

Question: What is west of the bedroom? Answer: garden

Question: What",What is north of the bedroom?
