,target,output,question
34,garden,Answer: The most recent location of Sandra is the kitchen.,Where is Sandra? 
35,kitchen,,Where is Sandra? 
36,kitchen,Answer: Sandra is in the kitchen.,Where is Sandra? 
37,garden,Where is Tom? Where is Tom? Where is Tom? Where is Tom? Where is Tom?,Where is John? 
38,garden,Answer: Sandra is in the garden. He is in the garden. He is in the garden.,Where is Sandra? 
39,bathroom,"Answer: The most recent location of Sandra is the kitchen.

Question: Where is Alan? Answer:",Where is Sandra? 
40,bedroom,Answer: The most recent location of Mary is the bathroom.,Where is Mary? 
41,kitchen,"Answer: The most recent location of Sandra is the kitchen.

Question: Where is Alan? Answer:",Where is Sandra? 
42,office,"Answer: The most recent location of Mary is the office.
</context>

Question: Where is Alan",Where is Mary? 
43,bedroom,,Where is Mary? 
44,office,,Where is Daniel? 
45,office,,Where is Sandra? 
46,bathroom,"Answer: Sandra is in the bathroom.

Question: Where is John? Answer: John is in the",Where is Sandra? 
47,bedroom,Answer: The most recent location of Sandra is the bathroom.,Where is Sandra? 
48,office,,Where is Daniel? 
49,bedroom,Answer: Sandra is in the parlor. She is waiting for her father to return. She is,Where is Sandra? 
50,hallway,Answer: The most recent location of Daniel is the hallway.,Where is Daniel? 
51,bedroom,Answer: Sandra is in the bathroom. She has been there for a long time. She has been,Where is Sandra? 
52,office,Answer: He is in the office. Question: Where is Heywood? Answer: He is in,Where is John? 
53,garden,"Answer: The most recent location of John is the hallway.
</question>

Question: Where is P",Where is John? 
54,kitchen,,Where is Daniel? 
55,hallway,,Where is Mary? 
56,hallway,"Answer: The most recent location of Sandra is the hallway.

Question: Where is Daniel? Answer:",Where is Sandra? 
57,hallway,,Where is John? 
58,bedroom,Answer: The most recent location of Mary is the kitchen.,Where is Mary? 
59,bedroom,,Where is Sandra? 
60,bedroom,,Where is Daniel? 
61,kitchen,Answer: The most recent location of Sandra is the kitchen.,Where is Sandra? 
62,bedroom,Answer: Daniel is in the bathroom.,Where is Daniel? 
63,garden,Answer: He is in the garden. He is in the garden. He is in the garden.,Where is John? 
64,bathroom,,Where is Sandra? 
65,garden,Answer: Sandra is in the garden. Question: Where is John? Answer: John is in the,Where is Sandra? 
66,office,Answer: He is in the office.,Where is Daniel? 
67,bedroom,,Where is Mary? 
68,garden,Answer: Sandra is in the garden. Why is Sandra in the garden? Because she is a,Where is Sandra? 
69,bathroom,,Where is Sandra? 
70,office,Answer: John is in the garden. He is looking at the sunsets from the front lawn.,Where is John? 
71,kitchen,,Where is Daniel? 
72,bedroom,,Where is John? 
73,office,Answer: The most recent location of Daniel is the office.,Where is Daniel? 
74,bathroom,,Where is Sandra? 
75,office,,Where is John? 
76,hallway,,Where is Mary? 
77,office,Answer: He is in the office. He is in the office. He is in the office.,Where is John? 
78,office,Answer: The most recent location of Sandra is the hallway.,Where is Sandra? 
79,bathroom,"Answer: He is in the bathroom.

Question: Where is Charlie? Answer: He is in the",Where is John? 
80,hallway,"Answer: In the hallway.
Question: Where is the Microgaster? Answer: In the hallway",Where is John? 
81,hallway,Answer: The most recent location of Daniel is the hallway.,Where is Daniel? 
82,hallway,"Answer: The most recent location of Daniel is the garden.

Question: Where is John? Answer:",Where is Daniel? 
83,bathroom,"Where is he now?

Answer: Daniel is in the bathroom.

Question: Where is Judith? Where",Where is Daniel? 
84,bathroom,Answer: The most recent location of John is the bathroom. Do not write anything else after that.,Where is John? 
85,bathroom,Answer: Daniel is in the bathroom.,Where is Daniel? 
86,garden,,Where is John? 
87,bedroom,Answer: John is in the bedroom. He is not in the spare room. He is in the,Where is John? 
88,office,,Where is Mary? 
89,garden,Answer: The most recent location of Sandra is the bathroom.,Where is Sandra? 
90,office,"Answer: The most recent location of John is the office. He is in the office.

Question:",Where is John? 
91,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
92,hallway,Answer: The most recent location of John is the garden.,Where is John? 
93,kitchen,Answer: The most recent location of Daniel is the bathroom.,Where is Daniel? 
94,bedroom,Answer: He is in the bedroom. He is not a sailor. He is a sailor. He,Where is Daniel? 
95,hallway,"Answer: The most recent location of Sandra is hallway.
</context>

Question: Where is John?",Where is Sandra? 
96,garden,"Answer: Sandra is in the garden.
</question>

Question: Where is the garden? Answer:",Where is Sandra? 
97,bedroom,,Where is John? 
98,office,"Answer: The most recent location of John is the office.

Question: Where is Sandra? Answer:",Where is John? 
99,garden,Answer: The most recent location of Sandra is the garden.,Where is Sandra? 
