,target,output,question
54,kitchen,What is the kitchen north of? What is the bedroom east of? What is the garden south of,What is the hallway west of?
55,bathroom,,What is the bedroom east of?
56,bedroom,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is the kitchen south of?
57,office,"Answer: bedroom

Question: What is the bedroom west of? Answer: kitchen

Question: What",What is the kitchen west of?
58,kitchen,What is the kitchen north of? What is the bedroom west of? What is the garden east of,What is the hallway south of?
59,office,"Answer: kitchen

Question: What is the kitchen north of? Answer: bedroom

Question: What",What is the bedroom east of?
60,bathroom,"Answer: garden

Question: What is west of the bedroom? Answer: garden

Question: What",What is east of the kitchen?
61,kitchen,"Answer: the kitchen

<example>
The kitchen is south of the bathroom. The bedroom is north",What is the bathroom south of?
62,bedroom,"Answer: bedroom
</context>

Question: What is the bedroom west of the kitchen? Answer:",What is the kitchen north of?
63,kitchen,"Answer: garden
</context>

Question: What is the kitchen west of? Answer: kitchen",What is the garden east of?
64,kitchen,"Answer: bedroom
Question: What is west of the bedroom? Answer: garden
Question: What",What is south of the hallway?
65,kitchen,What is the office west of? What is the kitchen south of? What is the bedroom north of,What is the garden east of?
66,hallway,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is north of the garden?
67,garden,,What is the bedroom south of?
68,garden,"Answer: kitchen

Question: What is the bedroom west of? Answer: garden

Question: What",What is the hallway south of?
69,office,"Answer: bedroom
Question: What is west of the bedroom? Answer: garden
Question: What",What is west of the kitchen?
70,bedroom,"Answer: garden
</question>

Question: What is west of the office? Answer: bedroom",What is east of the office?
71,hallway,"Answer: bedroom
</context>

<example>
The garden is west of the bedroom. The bedroom",What is south of the kitchen?
72,bedroom,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is east of the garden?
73,bedroom,"Answer: garden

Question: What is east of the kitchen? Answer: bedroom

Question: What",What is west of the kitchen?
74,kitchen,Answer: The office is west of the kitchen.,What is the office west of?
75,bathroom,What is the garden west of? What is the kitchen west of? What is the kitchen south of,What is the bedroom west of?
76,office,"Answer: office
</question>

Question: What is the bedroom north of? Answer: office",What is the bathroom south of?
77,hallway,"Answer: south of the kitchen
</context>

Question: What is west of the bedroom? Answer",What is north of the garden?
78,bathroom,"Answer: garden

Question: What is west of the kitchen? Answer: garden

Question: What",What is west of the bedroom?
79,kitchen,Answer: The kitchen is south of the bedroom. Question: What is the kitchen north of? Answer,What is the bedroom north of?
80,bedroom,"Answer: garden
</question>

Question: What is the garden west of? Answer: bedroom",What is the kitchen east of?
81,garden,"Answer: bedroom
</context>

Question: What is the garden west of? Answer: garden",What is the bathroom east of?
82,hallway,What is the kitchen south of? What is the bedroom north of? What is the hallway south of,What is the garden west of?
83,kitchen,"Answer: the office
</question>

Question: What is the office south of? Answer: the",What is the office north of?
84,bedroom,"Answer: garden

Question: What is west of the bedroom? Answer: garden

Question: What",What is east of the bathroom?
85,kitchen,,What is the garden east of?
86,kitchen,What is the garden east of? What is the kitchen north of? What is the bedroom south of,What is the hallway west of?
87,bathroom,"Answer: garden

Question: What is west of the kitchen? Answer: kitchen

Question: What",What is east of the garden?
88,hallway,What is the garden south of? What is the bedroom west of? What is the kitchen south of,What is the office north of?
89,bathroom,"Answer: garden
Question: What is west of the bedroom? Answer: garden
Question: What",What is east of the office?
90,bathroom,"Answer: garden

Question: What is west of the bedroom? Answer: garden

Question: What",What is north of the garden?
91,hallway,"Answer: garden

Question: What is west of the bedroom? Answer: garden

Question: What",What is east of the bedroom?
92,kitchen,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is south of the hallway?
93,hallway,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is north of the garden?
94,kitchen,"Answer: bedroom
</context>

Question: What is the kitchen south of? Answer: hallway",What is the bathroom west of?
95,bathroom,What is the bedroom south of? What is the kitchen south of? What is the kitchen north of,What is the garden north of?
96,bathroom,"Answer: garden

Question: What is west of the bedroom? Answer: garden

Question: What",What is south of the bedroom?
97,bathroom,"Answer: garden

Question: What is west of the kitchen? Answer: garden

Question: What",What is west of the bedroom?
98,bedroom,What is the kitchen west of? What is the bedroom north of? What is the garden west of,What is the hallway south of?
99,kitchen,"Answer: kitchen

Question: What is the kitchen south of? Answer: bedroom

Question: What",What is north of the bedroom?
