family,rung,task,arm_dir,tokenizer,regime,n,interface,null_name,acc,null,delta_pp,ci95_lo_pp,ci95_hi_pp,ci95_half_width_pp,boot_p,mcnemar_p,verdict,could_have_detected_mmlu_effect,modal_pred_share,exact_tie_rate
olmo2_7b,shortgpt16,mmlu_pro,7B_shortgpt16_step200000,olmo2,prune_then_heal,12032,content_norm,longest_split,0.144033,0.19315,-4.9117,-5.7224,-4.0984,0.812,0.0001,,BELOW the floor,True,0.113364,0.008228
olmo2_7b,shortgpt16,mmlu_pro,7B_shortgpt16_step200000,olmo2,prune_then_heal,12032,content_norm,longest_first,0.144033,0.195894,-5.1862,-6.0921,-4.2803,0.9059,0.0001,1.0164640028041515e-28,BELOW the floor,True,0.113364,0.008228
olmo2_7b,shortgpt16,mmlu_pro,7B_shortgpt16_step200000,olmo2,prune_then_heal,12032,content_norm,longest_last,0.144033,0.190824,-4.6792,-5.5851,-3.7899,0.8976,0.0001,4.664645808914078e-24,BELOW the floor,True,0.113364,0.008228
olmo2_7b,shortgpt16,mmlu_pro,7B_shortgpt16_step200000,olmo2,prune_then_heal,12032,content_norm,longest_credit,0.144033,0.532164,-38.8132,-39.8936,-37.7327,1.0805,0.0001,0.0,BELOW the floor,True,0.113364,0.008228
olmo2_7b,shortgpt16,mmlu_pro,7B_shortgpt16_step200000,olmo2,prune_then_heal,12032,content_norm,longest_wrong,0.144033,0.125914,1.8118,0.9973,2.6263,0.8145,0.0001,1.8447522900772335e-05,above the floor,True,0.113364,0.008228
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,letter,best_constant_A,0.119847,0.116606,0.3241,-0.3158,0.9558,0.6358,0.32339999999999997,0.33397769416442313,AT the floor (n.s.),True,0.429106,0.216174
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,content_raw,longest_split,0.124003,0.19315,-6.9147,-7.8179,-6.0256,0.8961,0.0001,,BELOW the floor,True,0.114528,0.009392
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,content_raw,longest_first,0.124003,0.195894,-7.1892,-8.1699,-6.2251,0.9724,0.0001,7.020227819652506e-47,BELOW the floor,True,0.114528,0.009392
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,content_raw,longest_last,0.124003,0.190824,-6.6822,-7.6629,-5.7181,0.9724,0.0001,1.1952844066593862e-40,BELOW the floor,True,0.114528,0.009392
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,content_raw,longest_credit,0.124003,0.532164,-40.8162,-41.9465,-39.6526,1.1469,0.0001,0.0,BELOW the floor,True,0.114528,0.009392
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,content_raw,longest_wrong,0.124003,0.125914,-0.1912,-1.0805,0.6732,0.8768,0.6675000000000001,0.6853952393590003,AT the floor (n.s.),True,0.114528,0.009392
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,content_norm,longest_split,0.132979,0.19315,-6.0171,-6.8118,-5.2284,0.7917,0.0001,,BELOW the floor,True,0.111453,0.008145
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,content_norm,longest_first,0.132979,0.195894,-6.2916,-7.1892,-5.4023,0.8935,0.0001,8.060363197374863e-43,BELOW the floor,True,0.111453,0.008145
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,content_norm,longest_last,0.132979,0.190824,-5.7846,-6.6739,-4.8953,0.8893,0.0001,3.31485669310474e-36,BELOW the floor,True,0.111453,0.008145
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,content_norm,longest_credit,0.132979,0.532164,-39.9186,-40.9824,-38.8464,1.068,0.0001,0.0,BELOW the floor,True,0.111453,0.008145
olmo2_7b,keep14,mmlu_pro,7B_keep14_step200000,olmo2,prune_then_heal,12032,content_norm,longest_wrong,0.132979,0.125914,0.7064,-0.0997,1.5209,0.8103,0.0895,0.09234888499318411,AT the floor (n.s.),True,0.111453,0.008145
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,letter,best_constant_A,0.113115,0.116606,-0.3491,-1.1054,0.4241,0.7647,0.3805,0.3785653442219179,AT the floor (n.s.),True,0.574468,0.156167
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,content_raw,longest_split,0.120928,0.19315,-7.2222,-8.0979,-6.3371,0.8804,0.0001,,BELOW the floor,True,0.114195,0.010638
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,content_raw,longest_first,0.120928,0.195894,-7.4967,-8.4608,-6.5326,0.9641,0.0001,7.459780908843713e-51,BELOW the floor,True,0.114195,0.010638
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,content_raw,longest_last,0.120928,0.190824,-6.9897,-7.9538,-6.0256,0.9641,0.0001,6.105352280250635e-45,BELOW the floor,True,0.114195,0.010638
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,content_raw,longest_credit,0.120928,0.532164,-41.1237,-42.2789,-39.9601,1.1594,0.0001,0.0,BELOW the floor,True,0.114195,0.010638
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,content_raw,longest_wrong,0.120928,0.125914,-0.4987,-1.3713,0.3659,0.8686,0.26570000000000005,0.2745700646176836,AT the floor (n.s.),True,0.114195,0.010638
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,content_norm,longest_split,0.123504,0.19315,-6.9646,-7.7536,-6.1731,0.7902,0.0001,,BELOW the floor,True,0.112118,0.008561
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,content_norm,longest_first,0.123504,0.195894,-7.239,-8.12,-6.358,0.881,0.0001,6.028359867315236e-57,BELOW the floor,True,0.112118,0.008561
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,content_norm,longest_last,0.123504,0.190824,-6.732,-7.613,-5.8594,0.8768,0.0001,4.305938626098855e-50,BELOW the floor,True,0.112118,0.008561
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,content_norm,longest_credit,0.123504,0.532164,-40.866,-41.9299,-39.8105,1.0597,0.0001,0.0,BELOW the floor,True,0.112118,0.008561
olmo2_7b,keep12,mmlu_pro,7B_keep12_step124000,olmo2,prune_then_heal,12032,content_norm,longest_wrong,0.123504,0.125914,-0.241,-1.0472,0.5568,0.802,0.5530999999999999,0.5694815419504067,AT the floor (n.s.),True,0.112118,0.008561
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,letter,best_constant_A,0.11245,0.116606,-0.4156,-1.1386,0.3158,0.7272,0.2662,0.2676433734823297,AT the floor (n.s.),True,0.482214,0.167055
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,content_raw,longest_split,0.110622,0.19315,-8.2528,-9.1079,-7.3966,0.8557,0.0001,,BELOW the floor,True,0.113863,0.008893
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,content_raw,longest_first,0.110622,0.195894,-8.5273,-9.483,-7.5715,0.9558,0.0001,1.041325023402466e-67,BELOW the floor,True,0.113863,0.008893
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,content_raw,longest_last,0.110622,0.190824,-8.0203,-8.9594,-7.0811,0.9392,0.0001,7.632707665278336e-61,BELOW the floor,True,0.113863,0.008893
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,content_raw,longest_credit,0.110622,0.532164,-42.1543,-43.2763,-41.0073,1.1345,0.0001,0.0,BELOW the floor,True,0.113863,0.008893
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,content_raw,longest_wrong,0.110622,0.125914,-1.5293,-2.3853,-0.6815,0.8519,0.0002,0.000533746912348527,BELOW the floor,True,0.113863,0.008893
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,content_norm,longest_split,0.109458,0.19315,-8.3692,-9.1181,-7.5853,0.7664,0.0001,,BELOW the floor,True,0.112866,0.007064
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,content_norm,longest_first,0.109458,0.195894,-8.6436,-9.4914,-7.7543,0.8685,0.0001,7.00283699204991e-84,BELOW the floor,True,0.112866,0.007064
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,content_norm,longest_last,0.109458,0.190824,-8.1366,-8.9927,-7.264,0.8644,0.0001,2.0314847312607692e-75,BELOW the floor,True,0.112866,0.007064
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,content_norm,longest_credit,0.109458,0.532164,-42.2706,-43.3012,-41.24,1.0306,0.0001,0.0,BELOW the floor,True,0.112866,0.007064
olmo2_7b,keep10,mmlu_pro,7B_keep10_step83500,olmo2,prune_then_heal,12032,content_norm,longest_wrong,0.109458,0.125914,-1.6456,-2.4186,-0.8477,0.7854,0.0001,4.142276572342636e-05,BELOW the floor,True,0.112866,0.007064
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,letter,best_constant_A,0.115442,0.116606,-0.1164,-0.6981,0.4654,0.5818,0.7118,0.7144231016660096,AT the floor (n.s.),True,0.57505,0.153507
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,content_raw,longest_split,0.109707,0.19315,-8.3443,-9.2107,-7.4829,0.8639,0.0001,,BELOW the floor,True,0.114777,0.008228
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,content_raw,longest_first,0.109707,0.195894,-8.6187,-9.5664,-7.6712,0.9476,0.0001,5.155273838628717e-69,BELOW the floor,True,0.114777,0.008228
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,content_raw,longest_last,0.109707,0.190824,-8.1117,-9.0675,-7.1809,0.9433,0.0001,2.2308349085188194e-62,BELOW the floor,True,0.114777,0.008228
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,content_raw,longest_credit,0.109707,0.532164,-42.2457,-43.3679,-41.0987,1.1346,0.0001,0.0,BELOW the floor,True,0.114777,0.008228
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,content_raw,longest_wrong,0.109707,0.125914,-1.6207,-2.485,-0.7563,0.8644,0.0002,0.00023675952219408784,BELOW the floor,True,0.114777,0.008228
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,content_norm,longest_split,0.11004,0.19315,-8.311,-9.0645,-7.5527,0.7559,0.0001,,BELOW the floor,True,0.112783,0.006981
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,content_norm,longest_first,0.11004,0.195894,-8.5854,-9.4417,-7.7045,0.8686,0.0001,3.7321871071632646e-82,BELOW the floor,True,0.112783,0.006981
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,content_norm,longest_last,0.11004,0.190824,-8.0785,-8.9345,-7.239,0.8477,0.0001,5.855636544730348e-74,BELOW the floor,True,0.112783,0.006981
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,content_norm,longest_credit,0.11004,0.532164,-42.2124,-43.2347,-41.1818,1.0264,0.0001,0.0,BELOW the floor,True,0.112783,0.006981
olmo2_7b,keep8,mmlu_pro,7B_keep8_step121000,olmo2,prune_then_heal,12032,content_norm,longest_wrong,0.11004,0.125914,-1.5874,-2.3521,-0.8062,0.7729,0.0002,7.894478801504998e-05,BELOW the floor,True,0.112783,0.006981
