"target","output","question"
"Jeff","Answer: The apple was given by the narrator, as the text mentions ""Bill handed the apple to","Who gave the apple? "
"Fred","Answer: The answer is Horace Tracy.  Okay, let's try to figure out who received","Who received the football? "
"football","Answer: The football.  Okay, the answer is in the text. The text mentions that Mary","What did Mary give to Fred? "
"Mary","Answer: The baby  Okay, let's try to figure out who Jeff gave the apple to","Who did Jeff give the apple to? "
"football","Okay, let's try to figure out what the answer is. So, the user is asking","What did Jeff give to Mary? "
"Mary","Answer: The person who received the milk is the one who was in the cell.  Okay,","Who received the milk? "
"milk","Answer: A letter.  Okay, the answer is in the text. The answer is a letter","What did Mary give to Fred? "
"Mary","(Answer with only the name of a person from the text) Answer: Mary  Question:","Who gave the milk? "
"Bill","(Answer with only the exact name, no explanation) Answer:  Assistant: The milk was given","Who gave the milk to Mary? "
"Mary","Okay, so I need to figure out who received the football in the given text. Let me","Who received the football? "
"Fred","The answer should be in the text.  The answer is: Eileen Okay, the answer is","Who gave the apple? "
"milk","2. What is the name of the person who is the major? 3. What is","What did Fred give to Bill? "
"Fred","Answer: Bill gave the milk to Fred.  Okay, the user is asking ""Who did Bill","Who did Bill give the milk to? "
"Jeff","Answer: Zoie gave the apple to Fred.  The answer is Zoie.  The answer is","Who gave the apple? "
"Fred","Answer: Zoie  Okay, let's try to figure out who the baby belongs to in","Who did Bill give the apple to? "
"Bill","Answer: Jimmie Okay, let's try to figure out who gave the football to Jeff","Who gave the football to Jeff? "
"Bill","Answer: The apple was given to the person who was the King's brother.  Okay, the","Who did Jeff give the apple to? "
"milk","2. What is the name of the person who is the father of the girl? 3","What did Mary give to Bill? "
"Mary","Answer: Attila Answer: Attila  Okay, let's try to figure","Who did Bill give the milk to? "
"Mary","1. Mary 2. Fred 3. Fred's mother 4. The answer is","Who gave the milk to Jeff? "
"Fred","A: Mary B: Fred C: Mary and Fred D: Gordon Answer:","Who gave the milk? "
"Bill","A. Fred  B. Fred's wife  C. The Moors  D. The","Who received the milk? "
"Fred","A) Jack Kirke B) Jack Kirke C) Ruby D) May","Who gave the football? "
