idx,task,length,scorer,n_chunks,needle_chunks,needle_located,pool_offset,n_candidates,needle_in_buffer,needle_evicted,needle_rank,recall@1,recall@2,recall@4,recall@8,recall@16
32,qa5,32k,S1,62,0;59,True,,0,False,False,,,,,,
32,qa5,32k,S2,62,0;59,True,,0,False,False,,,,,,
32,qa5,32k,S3,62,0;59,True,,0,False,False,,,,,,
32,qa5,32k,S4,62,0;59,True,,0,False,False,,,,,,
33,qa5,32k,S1,62,51,True,,0,False,False,,,,,,
33,qa5,32k,S2,62,51,True,,0,False,False,,,,,,
33,qa5,32k,S3,62,51,True,,0,False,False,,,,,,
33,qa5,32k,S4,62,51,True,,0,False,False,,,,,,
34,qa5,32k,S1,62,61,True,,0,False,False,,,,,,
34,qa5,32k,S2,62,61,True,,0,False,False,,,,,,
34,qa5,32k,S3,62,61,True,,0,False,False,,,,,,
34,qa5,32k,S4,62,61,True,,0,False,False,,,,,,
35,qa5,32k,S1,62,38,True,,0,False,False,,,,,,
35,qa5,32k,S2,62,38,True,,0,False,False,,,,,,
35,qa5,32k,S3,62,38,True,,0,False,False,,,,,,
35,qa5,32k,S4,62,38,True,,0,False,False,,,,,,
36,qa5,32k,S1,57,0;56,True,,0,False,False,,,,,,
36,qa5,32k,S2,57,0;56,True,,0,False,False,,,,,,
36,qa5,32k,S3,57,0;56,True,,0,False,False,,,,,,
36,qa5,32k,S4,57,0;56,True,,0,False,False,,,,,,
37,qa5,32k,S1,62,51,True,,0,False,False,,,,,,
37,qa5,32k,S2,62,51,True,,0,False,False,,,,,,
37,qa5,32k,S3,62,51,True,,0,False,False,,,,,,
37,qa5,32k,S4,62,51,True,,0,False,False,,,,,,
38,qa5,32k,S1,62,0;60,True,,0,False,False,,,,,,
38,qa5,32k,S2,62,0;60,True,,0,False,False,,,,,,
38,qa5,32k,S3,62,0;60,True,,0,False,False,,,,,,
38,qa5,32k,S4,62,0;60,True,,0,False,False,,,,,,
39,qa5,32k,S1,59,58,True,,0,False,False,,,,,,
39,qa5,32k,S2,59,58,True,,0,False,False,,,,,,
39,qa5,32k,S3,59,58,True,,0,False,False,,,,,,
39,qa5,32k,S4,59,58,True,,0,False,False,,,,,,
40,qa5,32k,S1,62,50,True,,0,False,False,,,,,,
40,qa5,32k,S2,62,50,True,,0,False,False,,,,,,
40,qa5,32k,S3,62,50,True,,0,False,False,,,,,,
40,qa5,32k,S4,62,50,True,,0,False,False,,,,,,
41,qa5,32k,S1,57,0;53,True,,0,False,False,,,,,,
41,qa5,32k,S2,57,0;53,True,,0,False,False,,,,,,
41,qa5,32k,S3,57,0;53,True,,0,False,False,,,,,,
41,qa5,32k,S4,57,0;53,True,,0,False,False,,,,,,
42,qa5,32k,S1,60,0;55,True,,0,False,False,,,,,,
42,qa5,32k,S2,60,0;55,True,,0,False,False,,,,,,
42,qa5,32k,S3,60,0;55,True,,0,False,False,,,,,,
42,qa5,32k,S4,60,0;55,True,,0,False,False,,,,,,
43,qa5,32k,S1,62,0;57,True,,0,False,False,,,,,,
43,qa5,32k,S2,62,0;57,True,,0,False,False,,,,,,
43,qa5,32k,S3,62,0;57,True,,0,False,False,,,,,,
43,qa5,32k,S4,62,0;57,True,,0,False,False,,,,,,
44,qa5,32k,S1,62,0;57,True,,0,False,False,,,,,,
44,qa5,32k,S2,62,0;57,True,,0,False,False,,,,,,
44,qa5,32k,S3,62,0;57,True,,0,False,False,,,,,,
44,qa5,32k,S4,62,0;57,True,,0,False,False,,,,,,
45,qa5,32k,S1,58,53,True,,0,False,False,,,,,,
45,qa5,32k,S2,58,53,True,,0,False,False,,,,,,
45,qa5,32k,S3,58,53,True,,0,False,False,,,,,,
45,qa5,32k,S4,58,53,True,,0,False,False,,,,,,
46,qa5,32k,S1,58,0;57,True,,0,False,False,,,,,,
46,qa5,32k,S2,58,0;57,True,,0,False,False,,,,,,
46,qa5,32k,S3,58,0;57,True,,0,False,False,,,,,,
46,qa5,32k,S4,58,0;57,True,,0,False,False,,,,,,
47,qa5,32k,S1,60,0;56,True,,0,False,False,,,,,,
47,qa5,32k,S2,60,0;56,True,,0,False,False,,,,,,
47,qa5,32k,S3,60,0;56,True,,0,False,False,,,,,,
47,qa5,32k,S4,60,0;56,True,,0,False,False,,,,,,
48,qa5,32k,S1,62,0;59,True,,0,False,False,,,,,,
48,qa5,32k,S2,62,0;59,True,,0,False,False,,,,,,
48,qa5,32k,S3,62,0;59,True,,0,False,False,,,,,,
48,qa5,32k,S4,62,0;59,True,,0,False,False,,,,,,
49,qa5,32k,S1,62,61,True,,0,False,False,,,,,,
49,qa5,32k,S2,62,61,True,,0,False,False,,,,,,
49,qa5,32k,S3,62,61,True,,0,False,False,,,,,,
49,qa5,32k,S4,62,61,True,,0,False,False,,,,,,
