"target","output","question"
"Fred","doctor","Who gave the apple? "
"milk","apple  Answer: apple  Question: What did Jeff give to Bill? apple  Answer: apple","What did Fred give to Bill? "
"Fred","Fred.  Answer: Bill gave the milk to Fred.  </context>  </context>  </context>","Who did Bill give the milk to? "
"Jeff","Fred  Answer: Fred gave the apple","Who gave the apple? "
"Fred","Mary","Who did Bill give the apple to? "
"Bill","Bill","Who gave the football to Jeff? "
"Bill","Mandy  Answer: apple","Who did Jeff give the apple to? "
"milk","apple","What did Mary give to Bill? "
"Mary","Mary  Bill gave milk to Mary.  Question: What is the color of Bill's shirt? Blue","Who did Bill give the milk to? "
"Mary","Mary","Who gave the milk to Jeff? "
"Fred","Fred  Answer: Mary  </context>  </context>  </context>  </context>  </context","Who gave the milk? "
"Bill","The children  Answer: The children","Who received the milk? "
"Fred","prisoner  Answer: I was engaged reading, and did not exchange words with the prisoner. ""After","Who gave the football? "
