target,output,question
hallway,"Answer







The the the the the the the the the the the take the take the",Where is the milk? 
office,"Answer









The the

The the the the the the the the the the the",Where is the milk? 
kitchen,"Answer













The the

The the

The the

The the",Where is the apple? 
bathroom,"Answer



















The the

The the

The the",Where is the milk? 
bathroom,"Answer













The the the the the take the take the take the take",Where is the milk? 
office,"Answer











The the

The the the the

The the

The the",Where is the football? 
garden,"Answer, the the the the the the the the the the the the the the take the take the",Where is the football? 
kitchen,"Answer



























The the the the",Where is the apple? 
bathroom,"Answer











The the

The the

The the

The the take the",Where is the apple? 
garden,"Answer











The the

The the

The the

The the

The",Where is the football? 
bathroom,"Answer









The the the the the

The the take the

The the take",Where is the milk? 
bathroom,"Answer









The the

The the the

The the take the take the take",Where is the milk? 
hallway,"Answer











The the

The the the

The the

The the",Where is the milk? 
bedroom,"Answer









The the

The the take the take the take the take the take",Where is the football? 
garden,"Answer, the





The the

The the

The the

The the take the take",Where is the football? 
bedroom,"Answer















The the

The the

The the

The the",Where is the football? 
bathroom,"Answer





















The the the the the the the the",Where is the apple? 
garden,"Answer, the the the the the the the the the the the the the the take the take the",Where is the milk? 
office,"Answer, the the the the the the the the the the the take the take the take the the",Where is the milk? 
office,"Answer









The the the the

The the

The the take the take the",Where is the football? 
hallway,"Answer



















The the the the the the the the the",Where is the football? 
garden,"Answer













The the

The the

The the",Where is the football? 
office,"Answer









The the

The the the the the the the the the the the",Where is the milk? 
kitchen,"Answer

















The the

The the

The the take the",Where is the football? 
office,"Answer





















The the

The the",Where is the milk? 
kitchen,"Answer



















The the

The the take the take the",Where is the apple? 
kitchen,"Answer. The







The the

The the take, and the take the take,",Where is the football? 
office,"Answer





















The the the the the the the the",Where is the football? 
kitchen,"Answer









The the

The the

The the

The the the the the",Where is the apple? 
office,"Answer









The the

The the the the the the the the the the take",Where is the apple? 
bathroom,"Answer

















The the

The the take the take the take",Where is the football? 
bathroom,"Answer







The the

The the

The the take the take the take the take",Where is the football? 
office,"Answer









The the

The the

The the take the take the take the",Where is the milk? 
bathroom,"Answer, the the the the the the the the the take the take the take the take the take",Where is the apple? 
bedroom,"Answer













The the

The the

The the

The the take",Where is the milk? 
hallway,"Answer













The the

The the

The the

The the take",Where is the apple? 
bedroom,"Answer









The the

The the

The the

The the

The the",Where is the milk? 
bedroom,"Answer









The the

The the

The the

The the

The the",Where is the apple? 
bathroom,"Answer































The the take",Where is the football? 
bedroom,"Answer

















The the the the the the the the the the",Where is the football? 
bedroom,"Answer



















The the

The the the the the the",Where is the football? 
bedroom,"Answer









The the

The the the the take the take the take the take",Where is the apple? 
kitchen,"Answer















The the the the the the the the the the the",Where is the football? 
garden,"Answer











The the the the the the the the take the take the take",Where is the milk? 
office,"Answer, the the the the the the the the the the the the the the the the the the",Where is the milk? 
bedroom,"Answer, the the the the the the the the the the the the the the the the the take",Where is the milk? 
kitchen,"Answer



















The the

The the",Where is the apple? 
