target,output,question
hallway,hallway. Question: Where is Daniel? hallway. Question: Where is the stranger? hallway. Question,Where is Sandra? 
hallway,"It was here, accordingly, while I go inspect."" ""Come down,
won't you, and",Where is John? 
bedroom,office,Where is Mary? 
bedroom,"hallway.
I at once sent notification to General Custer and Colonel
Pennington of my success",Where is Sandra? 
bedroom,"garden
    hallway. I am a
    carpenter. I am a
    carpenter",Where is Daniel? 
kitchen,"kitchen. The kitchen is
Sandra. The kitchen is
Sandra. The kitchen is",Where is Sandra? 
bedroom,bathroom. Mary went to the bedroom. =AMERICAN GRAY FOX.=--_Vulpes,Where is Daniel? 
garden,"garden. Chantel examined his finger-tips as though for some defect; then, snatching",Where is John? 
bathroom,"bathroom. Mary went to the bathroom. the fairest and the best
Of all heaven's creatures",Where is Sandra? 
garden,"garden
Rhodes, it was decided to have the uprising in Johannesburg about
the 28th",Where is Sandra? 
office,"office
Answer: Where is Tom? garden
Answer: Where is Mary? office
Answer:",Where is Daniel? 
bedroom,"hallway
and I am a young boy, and, let me tell you, he does _not",Where is Mary? 
garden,"garden. A similar charge appears in the Churchwardens'
accounts for the parish of _Eye,",Where is Sandra? 
bathroom,Bathroom. Question: Where is Mary? Hallway. Question: Where is John? Garden. Question,Where is Sandra? 
office,"office
Fred: office",Where is John? 
kitchen,"kitchen
Answer: Mary? bedroom
Question: Where is Mary? bedroom
Answer: Daniel?",Where is Daniel? 
bedroom,"office
Mr. Smith, as he singled out the keys of his
trunks. He was",Where is John? 
office,"office
Dr. When he came, he brought books in the shabby
bag--his",Where is Daniel? 
bathroom,"bathroom. He expounded them with
enthusiasm, and we tried not to betray an ignorance",Where is Sandra? 
office,"office. Paine's chief
antagonist, the Bishop of Llandaff, to reb",Where is John? 
hallway,"hallway. Do you think, reader,
that any living soul in London likes triglyphs? [",Where is Mary? 
office,"office
Mary went back to the office. I must name one more member of the congregation--a",Where is John? 
office,"office. I hope it
is true--she'll likely run up against somebody who won't hesitate",Where is Sandra? 
bathroom,"bathroom. If she is here, you are at liberty to find her."" Lighting a candle, he",Where is John? 
hallway,hallway,Where is John? 
hallway,garden,Where is Daniel? 
hallway,"hallway. ""He'll never even know I
wanted to be kind to him!"" the child s",Where is Daniel? 
bathroom,"office
Office: Where is Mary? garden
Garden: Where is John? bedroom
Bed",Where is Daniel? 
bathroom,"Garden
Answer: Garden",Where is John? 
bathroom,"Garden. He makes no effort to better his
condition, because all his strength is exhausted in keeping",Where is Daniel? 
garden,"garden
Answer: Where is Mary? office
Answer: Where is Mary? office",Where is John? 
bedroom,In the bedroom. Mary moved to the office. To send the food with the blood is a sure,Where is John? 
office,"office. Eleanor said that she had come to tell her in her street clothes. ""I wish her",Where is Mary? 
garden,Garden,Where is Sandra? 
office,office,Where is John? 
bedroom,bedroom,Where is Daniel? 
hallway,hallway. What is an artist to do when he is out of canvas? A professor of petrif,Where is John? 
kitchen,"(in the kitchen)
Answer: Where is Sandra? (in the hallway)
Answer: Where is",Where is Daniel? 
bedroom,"office
Answer: Mary? garden
Answer: Mary? garden
Question: Where is Daniel?",Where is Daniel? 
hallway,hallway,Where is Sandra? 
garden,garden,Where is Sandra? 
bedroom,"bedroom. Others say, and it is more
credible, that Vasari's collection passed into that",Where is John? 
office,"office. But
Aggie and Zoie, they continued to gaze open-mouthed at Alfred,",Where is John? 
garden,office,Where is Sandra? 
